source_ref_id,repo_relative_path,windows_absolute_path,document_sha256,heading,start_line,end_line,anchor_excerpt,anchor_hash,source_type,authority_level,why_relevant,last_verified
SRCREF-01528,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,316,316,"ADR-315,Full W18 gate requires executable reference subsystems,ACCEPTED,A,W18,""Wave completion requires code/tests for every major W18 subsystem, not prose-only placeholders."",W18 correction audit,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.",043c24639f48fa6d3a452c3b9a2a8bce4c40a308a906202e3de09eed344f66e2,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-315,2026-08-08
SRCREF-01529,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,317,317,"ADR-316,Supersede all earlier W18 draft artifacts,ACCEPTED,A,W18,Only final full-rebuild pair is valid W19 parent; rejected draft hashes remain documented.,User correction + cumulative integrity,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.",cd533303322f785caae15cd26c11bc1a81db0616f440a4c3b7b0e11ad48c18cd,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-316,2026-08-08
SRCREF-01530,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,318,318,"ADR-317,Use content-addressed immutable files for W19 raw snapshot starter,ACCEPTED,A,W19,Raw bytes + SHA-256 manifests provide reproducible single-writer starter without premature database complexity.,REQ-058;REQ-701,,W19 starter implementation decision.",d9a8145688ccd248bb4c6c3571e5b6bc228ce369c609ce9f26e669b1fb22ee2b,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-317,2026-08-08
SRCREF-01531,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,319,319,"ADR-318,Keep entity auto-resolution exact and fail-closed in W19,ACCEPTED,A,W19,Normalized exact aliases may auto-resolve; fuzzy/ambiguous matches require later evidence/review.,REQ-702,,W19 starter implementation decision.",48050b0445f030b3b6cb37bd9348adb6ce9be67e5601ec2accbc30984fcd76d9,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-318,2026-08-08
SRCREF-01532,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,320,320,"ADR-319,Make W08 PIT state the mandatory input to W19 feature factory,ACCEPTED,A,W19,Prevents feature code from bypassing temporal eligibility and preserves lineage.,REQ-703;REQ-704,,W19 starter implementation decision.",14fc8ee325a9cf97a06b7e96faea508f6384a0fd9361054dd1c1010a4d73f0be,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-319,2026-08-08
SRCREF-01533,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,321,321,"ADR-320,Pull deferred W19 advanced-state dependencies into W20,ACCEPTED,A,W20,Complete TASK-083..087 in W20 because the inherited critical path otherwise cannot be honestly satisfied.,W19 WBS dependency audit,,Wave count unchanged; dependency repair documented.",7ca107f316b03f3245e540360dbb71b4e9820a91b5c9b3556b987425b8e4f073,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-320,2026-08-08
SRCREF-01534,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,322,322,"ADR-321,Use immutable content-addressed model artifact metadata,ACCEPTED,A,W20,""Model runtime binds predictions to deterministic artifact hash, training cutoff and feature lineage."",REQ-706,,W20 starter decision.",21d96c7c4031833f655df439834471e1cf4fee0b3b54bfae4753b29d34bcb6b2,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-321,2026-08-08
SRCREF-01535,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,323,323,"ADR-322,Keep boosting libraries optional behind an injected adapter,ACCEPTED,B,W20,Do not add heavy boosting dependencies to the base install until empirical model work needs one.,REQ-708,,Evidence-revisable Level-B choice.",18264b0a3d3d8cec815c1e07c92e91a64bb7d22e0ef04bb743b1ae7747eab04d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-322,2026-08-08
SRCREF-01536,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,324,324,"ADR-323,Derive public starter outputs from the joint score distribution,ACCEPTED,A,W20,Use W16 joint distribution as coherent source for score/margin/win/BAS derived outputs.,REQ-707,,Protects output coherence.",fca649a8c976f2a5bab08bd4cfdca4cea3992948eb646b1e4daf2d639963f1e4,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-323,2026-08-08
SRCREF-01537,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,325,325,"ADR-324,Registry records evidence state but cannot promote,ACCEPTED,A,W20,Local model registry stops at governed pre-promotion/rejection states; W17 gate remains authority.,REQ-710,,Prevents self-promotion.",866e23fede04031155092bd9ac0036545611f7b688c7b0bb7f4d97cd6e75d02d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-324,2026-08-08
SRCREF-01538,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,326,326,"ADR-325,A&M/BAS starters preserve national baseline and protected anchor,ACCEPTED,A,W20,A&M adapter requires national reference; BAS adapter preserves anchor lineage and nested severity probabilities.,REQ-711;REQ-712,,W14-W17 semantics preserved.",29b363154faaa237aeb2d6e568c59ec6ad2f18d09cb6639ffcb3eb1e9c6cda03,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-325,2026-08-08
SRCREF-01539,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,327,327,"ADR-326,Use dependency-free durable local orchestration kernel for W21,ACCEPTED,B,W21,Implement W21 orchestration with standard-library durable checkpoints and explicit replaceable step contracts; do not add Prefect as a base dependency yet.,REQ-714;REQ-716,,Prefect remains a candidate if W23 operational evidence demon",492f23086e402faf69a9c198702d73ea4c7ce4879e505eb4aad3425f7ddb7194,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-326,2026-08-08
SRCREF-01540,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,328,328,"ADR-327,Fail closed on quarantined or failed weekly steps,ACCEPTED,A,W21,A failed/quarantined step is terminal for that immutable run identity; remediation uses an explicit new run identity rather than silently rewriting checkpoint history.,REQ-714;REQ-715,,Protects auditability and prevents partial downstream mutation",68326e9a0db6f8802196a02c85848a3d3d47dfecf8e9e48e9404d12653c39e11,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-327,2026-08-08
SRCREF-01541,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,329,329,"ADR-328,Separate promotion evaluation from promotion application,ACCEPTED,A,W21,Weekly MLOps may apply a protected W17 decision packet but cannot compute or infer promotion from development evidence.,REQ-717,,Preserves JRS-W17-001 authority.",37bcdd9b2a83411e2a412b719e812c82be2edce3d13762ba296329d309f26d41,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-328,2026-08-08
SRCREF-01542,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,330,330,"ADR-329,Use immutable forecast publication with content collision protection,ACCEPTED,A,W21,Publish snapshot content immutably and reject reuse of a snapshot ID for different content.,REQ-719,,Supports W22 snapshot-only serving.",3c1dec13aacc14fc782e862fb7622b4e6a425a3f530aa5c65e08930bd6cd09af,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-329,2026-08-08
SRCREF-01543,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,331,331,"ADR-330,Postmortem automation is proposal-only research input,ACCEPTED,A,W21,""Automated postmortems may append error evidence and propose experiments but cannot mutate judging rules, historical artifacts or champion state."",REQ-720,,Preserves W18 research-agent governance.",e54082dea8854f9f5189b98f6c4e130d4cfe22090fa39682e8f47bdab84adf5a,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-330,2026-08-08
SRCREF-01544,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,332,332,"ADR-331,Version published forecast envelope while preserving W21 readability,ACCEPTED,A,W22,Adopt `aggie.forecast.snapshot.v2` optional product fields while continuing to parse minimal W21 snapshots as v1.,W21 immutable publication + W22 product contract,,Serving compatibility must remain tested.",9f48000da9cdc9610074981161227db4fda4e559e2634220f9890379f7f9dc7a,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-331,2026-08-08
SRCREF-01545,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,333,333,"ADR-332,Use optional FastAPI adapter with build-free static dashboard,ACCEPTED,B,W22,Keep the canonical serving core dependency-free; select FastAPI as optional HTTP/static adapter and defer Streamlit/React as primary product runtimes.,W22 adaptive review + current official FastAPI/Streamlit documentation,,W23 may revi",e11fd3ed0c258e8b53760bcac11f34436780f094eff5925548487888102e14a8,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-332,2026-08-08
SRCREF-01546,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,334,334,"ADR-333,Do not invent a production freshness SLA,ACCEPTED,A,W22,Keep THR-010 TBD; expose exact age and refuse CURRENT labeling without an explicit configured threshold; mark stale visibly when configured.,REQ-203; THR-010; W22 tests,,Operations may populate THR-010 later with evidence.",1a2db4ef40389f82c6a337eac623660d05996b4515a31305f2c36316f901823a,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-333,2026-08-08
SRCREF-01547,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,335,335,"ADR-334,Serve precomputed explanation evidence only,ACCEPTED,A,W22,Request paths may render published uncertainty/availability/matchup/analog evidence but cannot run model/SHAP/training computations or imply causality.,REQ-032/171/212 + W22 boundary tests,,Offline explanation generation remains upstream research/model ",fc318678d63d8ff6d113f679c8d8ed374a97e660002e1d17652c32cfe0a677c7,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-334,2026-08-08
SRCREF-01548,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,336,336,"ADR-335,Retain file-backed immutable product repository for W22,ACCEPTED,B,W22,Do not introduce PostgreSQL for the current single-host immutable read workload; preserve repository abstraction for future relational adoption.,REQ-168/281 + W22 workload,,W23+ may revise on demonstrated concurrency/transactional need.",086276e6b2c1b73c393a35988dc15e191476bc641d0db8247bdd2289a99c47f6,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-335,2026-08-08
SRCREF-01549,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,337,337,"ADR-336,Keep W23 operations local-first and service-light,ACCEPTED,B,W23,Use standard-library operations primitives and GitHub CI/security controls; do not add Docker/PostgreSQL/Redis/Kubernetes/external telemetry without measured need.,Current single-host local-first architecture; simplicity rule,,Revisit only with op",77f1dc5e4d96c3ee16ac226b821b36c24d93f51b5907ba6d41b56e686138efab,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-336,2026-08-08
SRCREF-01550,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,338,338,"ADR-337,Exact-pin the optional product adapter separately from the dependency-free core,ACCEPTED,A/B boundary,W23,Keep base dependencies empty; pin/test FastAPI and Uvicorn plus a reviewed product lock in a separate CI job.,W22 adapter boundary + supply-chain requirement,,""Pins are W23 tested versions, not permanent la",4dc3c523f980deca2b15777c2d2ac343ddf186f303b875e6908a1b8e264d630e,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-337,2026-08-08
SRCREF-01551,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,339,339,"ADR-338,Use structured redacted local telemetry as the canonical W23 observability starter,ACCEPTED,A/B boundary,W23,Emit append-only JSONL operational events and small metrics snapshots with mandatory redaction and safe environment capture.,REQ-189; single-host workload,,External exporters remain replaceable adapters.",5839dd5bd7306842c7cdacc261d2527520f73a549bc1bc5c881538c283e4b85f,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-338,2026-08-08
SRCREF-01552,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,340,340,"ADR-339,Use content-manifested path-safe backup and restore,ACCEPTED,A,W23,""Backups hash every payload member and restore verifies coverage, hashes and archive paths; protected immutable histories are not auto-pruned."",AC-039; W21 immutability,,Storage/access policy remains source-specific.",382eddc9d89d8b869234e848195976aef18b343443cf9a128f6e8fbac43653d6,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-339,2026-08-08
SRCREF-01553,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,341,341,"ADR-340,Do not clear W23 operations gate without actual target-hardware evidence,ACCEPTED,A,W23,""Implement and smoke-test the benchmark harness now, but keep THR-011/012 and TASK-163 blocked until representative benchmark evidence is produced on the declared target machine."",ADR-063; AC-038; no-fabricated-metrics invar",55270cdd0476075eb2df58af90733892912fe8c57719124038e7ebf85b2ae777,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-340,2026-08-08
SRCREF-01554,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,342,342,"ADR-341,Execute W24 under explicit user sequencing override while carrying AC-038,ACCEPTED,A,W24,Change the W24 dependency gate from TASK-163 to the completed W23 implementation substrate TASK-162; preserve TASK-161/TASK-163 and THR-011/012 as unresolved target-hardware evidence.,latest user instruction + precedence ru",8c1957dccfbcfd787b0a461fc1fa8b3b01a27a803effbaac5fae590596ea7194,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-341,2026-08-08
SRCREF-01555,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,343,343,"ADR-342,Use real starter boundaries for W24 synthetic readiness rather than a parallel mock architecture,ACCEPTED,A/B boundary,W24,""Cross-layer E2E calls the W19 data/entity/PIT/features, W20 model/joint-score, W21 publication and W22 product boundaries directly with synthetic evidence."",master W24 E2E requirement + cu",34636f0d1a0657e3abf73835b56a17874a20c59eb77ca5eb826f0a02090b94fb,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-342,2026-08-08
SRCREF-01556,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,344,344,"ADR-343,Add target-game identity guard to historical-game-output PIT eligibility,ACCEPTED,A,W24,Reject HISTORICAL_GAME_OUTPUT when its game_id equals ForecastCutoff.target_game_id before considering completion timestamps.,W24 cross-layer leakage challenge,,Defense in depth for malformed/corrupted temporal metadata.",9f9bba9f1ae4fcbe0604dff4daba84718f7838ee813f237eaa31f85cff3438bc,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-343,2026-08-08
SRCREF-01557,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,345,345,"ADR-344,Represent cfbfastR-cfb-raw as upstream provenance of cfbfastR-cfb-data,ACCEPTED,A/B boundary,W24,Add SRC-061 for raw/enriched upstream provenance and forbid counting -raw and -data sibling layers as independent corroboration.,current official SportsDataverse repositories,,Preserves existing primary source role ",444e19acf613b4adf40edc4cce232022e1b726c125b75a6a1332e6b83af522d0,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-344,2026-08-08
SRCREF-01558,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,346,346,"ADR-345,Refine Open-Meteo access governance and add ensemble mean as optional uncertainty research,ACCEPTED,B,W24,Record access lane/commercial-plan requirements; add SRC-062 ensemble mean/spread only as optional/research current-recent uncertainty evidence because historical depth is shallow.,current Open-Meteo pricin",276999e18c6cb362138f1fff34e3bc141b2b34fd04c9814756088298d815631d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-345,2026-08-08
SRCREF-01559,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,347,347,"ADR-346,Keep the learned core architecture and carry target-hardware readiness condition into W25,ACCEPTED,A/B boundary,W24,""KEEP most major architectural boundaries, adopt only W24 provenance/PIT refinements, and require W25 final readiness to expose unresolved AC-038 if target evidence is still absent."",W24 architect",9ce0ebd99aacd515ab2f7f0bdca1b55737ef215cdb975036f3cb519f95c85eb0,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-346,2026-08-08
SRCREF-01560,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,348,348,"ADR-347,Treat W25 as the terminal numbered wave and transition to implementation handoff,ACCEPTED,A,W25,No Wave 26 is created. The state after W25 is CODEX_IMPLEMENTATION_HANDOFF against the final canonical repository.,REQ-001 exact-wave invariant; W25 final handoff objective,,Prevents accidental extension of the contr",a8fc9d3415553dff697fe8eb738d7a7413db0f596ee0aea2b2dffc0e4e69cc67,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-347,2026-08-08
SRCREF-01561,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,349,349,"ADR-348,Freeze final maturity taxonomy and keep target-hardware readiness conditional,ACCEPTED,A/B boundary,W25,Final documentation distinguishes implemented/functional starter/designed/awaiting data or validation/deferred states; AC-038 is not cleared without target evidence.,AC-038; AC-045; W23-W24 evidence,,Final ha",7fed109e74f36066bb1c201675f4f0a8137552e06cfd2e2b8d61a9ff585539db,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-348,2026-08-08
SRCREF-01562,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,350,350,"ADR-349,Prioritize materialized chronological baseline evidence before advanced challengers or live modeling,ACCEPTED,B,W25,""Post-wave implementation starts with source materialization, PIT replay and conventional baselines; advanced challenger/live work stays conditional/deferred."",W17 protected evaluation; ADR-314; W",61dc3f1b422ca87497c2fdd4761e50a4759b1fb315307729f9d271fd60a92188,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-349,2026-08-08
SRCREF-01563,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,2,2,"GAP-001,BLOCKING_LOCAL_PRODUCTION,Target-hardware performance evidence,AC-038 / TASK-161 / TASK-163 remain unresolved; THR-011/THR-012 are TBD,Run representative benchmark on declared Windows/Ryzen7HX/32GB/RTX5060/NVMe target,P0",f96c32205ab8f4bc48c8923d07f4d9bbf5a4dcf6115f1518f046d70d2b2a4bec,csv,FINAL_CURRENT,Authoritative registry row for GAP-001,2026-08-09
SRCREF-01564,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,3,3,"GAP-002,BLOCKING_EMPIRICAL_MODEL_READINESS,National historical data materialization,Recon/sample evidence is not the historical data lake,Acquire/version approved national source history and population-level manifests,P0",8473ae923e1fe7030633ed9646edcf4929e86d754d24e24f1987c1779831873f,csv,FINAL_CURRENT,Authoritative registry row for GAP-002,2026-08-09
SRCREF-01565,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,4,4,"GAP-003,BLOCKING_EMPIRICAL_MODEL_READINESS,Protected historical replay,No real protected Brier/log-loss/calibration/score likelihood is claimed,Run chronological W17 protocol after materialization,P0",8bd55bacb3393d4ab437c31fa2b1e2231a0d3b26d52e768fa9591b6ab9cbf073,csv,FINAL_CURRENT,Authoritative registry row for GAP-003,2026-08-09
SRCREF-01566,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,5,5,"GAP-004,EMPIRICAL,Production feature set,No raw/derived candidate is production-promoted by final wave,""Run W10/W17 screening, stability and ablation on real PIT matrices"",P1",4ba9a1c959e954e38cb9817e660839dac667619c792b2313acd467568d511f6b,csv,FINAL_CURRENT,Authoritative registry row for GAP-004,2026-08-09
SRCREF-01567,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,6,6,"GAP-005,EMPIRICAL,Production champion model,No trained model family/boosting backend is declared winner,Train simple baselines first; protected promotion only through W17 gate,P1",ab4c411bacd39a4da52acbd627d4c3dcda81850e42451ebf1447ecbb7b63f71a,csv,FINAL_CURRENT,Authoritative registry row for GAP-005,2026-08-09
SRCREF-01568,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,7,7,"GAP-006,EMPIRICAL,A&M specialization lift,No A&M residual/adapter effect size is claimed,Compare high-resolution specialization with mandatory no-adjustment baseline,P1",62e543d002efb565ee9b14a1db634df9007f0295c5094135e625d047160bafc3,csv,FINAL_CURRENT,Authoritative registry row for GAP-006,2026-08-09
SRCREF-01569,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,8,8,"GAP-007,EMPIRICAL,BAS / Aggie Excess validity,No persistent Aggie Excess/significance/calibration result is claimed,""Run leakage-safe cross-fit BAS tests, peer/regime stability and null-result policy"",P1",d40cc26ade38954a6320df78348045ef04aae4e609bc1bd44435e8d85fe49631,csv,FINAL_CURRENT,Authoritative registry row for GAP-007,2026-08-09
SRCREF-01570,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,9,9,"GAP-008,DATA,Historical injuries/depth/availability,Nationwide historical coverage is incomplete/asymmetric,Prioritize official snapshots and confidence/missingness; never fabricate unavailable state,P1",1d9836cb2a403fdc27fa14b15ba2ea36b8034a98aa68e5042eb9aa707444bd71,csv,FINAL_CURRENT,Authoritative registry row for GAP-008,2026-08-09
SRCREF-01571,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,10,10,"GAP-009,DATA,Entity-resolution population benchmark,Exact starter exists but fuzzy auto-accept threshold remains intentionally unset,Create labeled cross-source benchmark before enabling fuzzy auto-accept,P1",69ed8c9529ae263d85db74e3388e17d3f1db40c5d3a30d42e83510a1c73618a6,csv,FINAL_CURRENT,Authoritative registry row for GAP-009,2026-08-09
SRCREF-01572,docs/final/FINAL_KNOWN_GAPS.csv,C:\BatteredAggieSyndrome\docs\final\FINAL_KNOWN_GAPS.csv,083a5e63e14221b461dab67f10fe5939126d9c84d333a09d449d91b99f950024,,11,11,"GAP-010,DATA_GOVERNANCE,Future public distribution review,Private local acquisition/training authorized; raw third-party publication disabled,Keep bulk payloads outside Git; review only if distribution or commercialization is proposed,DEFERRED_EVENT_DRIVEN",b26f5945c29745e3cb2638b39a3b3a14f8dcfb4e5b0daec60c2138100e359189,csv,FINAL_CURRENT,Authoritative registry row for GAP-010,2026-08-09
