local_id,jira_key,import_id,issue_type,summary,parent,epic,phase,priority,workflow_state,maturity_before,maturity_after,evidence_state,ready,blocked_by,critical_path,component,execution_lane,execution_mode,historical_classification,owner_wave,read_file_count,touch_file_count,source_ids,primary_source_refs,canonical_record,generated_markdown
TASK-066,BAT-169,100169,Task,[TASK-066] Define venue/travel/timezone/rest context contracts,EPIC-012,EPIC-012,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-012;TASK-018,false,player-context-intelligence,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-066,SRCREF-00099;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-066_define_venue_travel_timezone_rest_context_contracts.json,jira/issues/tasks/TASK-066_define_venue_travel_timezone_rest_context_contracts.md
TASK-067,BAT-170,100170,Task,[TASK-067] Define program-resource public/private asymmetric lanes,EPIC-012,EPIC-012,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-006,false,raw-snapshots,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-067,SRCREF-00100;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-067_define_program_resource_public_private_asymmetric_lanes.json,jira/issues/tasks/TASK-067_define_program_resource_public_private_asymmetric_lanes.md
TASK-068,BAT-171,100171,Task,[TASK-068] Design learned hierarchical home-field/venue effect experiment,EPIC-012,EPIC-012,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-035;TASK-066,false,player-context-intelligence,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-068,SRCREF-00101;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-068_design_learned_hierarchical_home_field_venue_effect_experiment.json,jira/issues/tasks/TASK-068_design_learned_hierarchical_home_field_venue_effect_experiment.md
TASK-069,BAT-172,100172,Task,[TASK-069] Define rivalry/stakes/look-ahead/rule-era context,EPIC-012,EPIC-012,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-018,false,feature-engineering,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-069,SRCREF-00102;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-069_define_rivalry_stakes_look_ahead_rule_era_context.json,jira/issues/tasks/TASK-069_define_rivalry_stakes_look_ahead_rule_era_context.md
TASK-070,BAT-173,100173,Task,[TASK-070] Freeze context interface and missingness behavior,EPIC-012,EPIC-012,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-065;TASK-067;TASK-068;TASK-069,true,modeling,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-070,SRCREF-00103;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-070_freeze_context_interface_and_missingness_behavior.json,jira/issues/tasks/TASK-070_freeze_context_interface_and_missingness_behavior.md
TASK-071,BAT-174,100174,Task,[TASK-071] Define expected possession/tempo state,EPIC-013,EPIC-013,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-029;TASK-035,false,release-readiness,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-071,SRCREF-00104;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-071_define_expected_possession_tempo_state.json,jira/issues/tasks/TASK-071_define_expected_possession_tempo_state.md
TASK-072,BAT-175,100175,Task,[TASK-072] Define field-position and hidden-yard accounting,EPIC-013,EPIC-013,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-071,false,release-readiness,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-072,SRCREF-00105;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-072_define_field_position_and_hidden_yard_accounting.json,jira/issues/tasks/TASK-072_define_field_position_and_hidden_yard_accounting.md
TASK-073,BAT-176,100176,Task,[TASK-073] Define kicking/punting/kickoff/return specialist features,EPIC-013,EPIC-013,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-065;TASK-072,false,feature-engineering,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-073,SRCREF-00106;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-073_define_kicking_punting_kickoff_return_specialist_features.json,jira/issues/tasks/TASK-073_define_kicking_punting_kickoff_return_specialist_features.md
TASK-074,BAT-177,100177,Task,[TASK-074] Define score-state/garbage-time/leverage policy candidates,EPIC-013,EPIC-013,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-029,false,release-readiness,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-074,SRCREF-00107;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-074_define_score_state_garbage_time_leverage_policy_candidates.json,jira/issues/tasks/TASK-074_define_score_state_garbage_time_leverage_policy_candidates.md
TASK-075,BAT-178,100178,Task,[TASK-075] Define penalty/turnover/field-position interactions,EPIC-013,EPIC-013,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-072;TASK-074,false,release-readiness,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-075,SRCREF-00108;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-075_define_penalty_turnover_field_position_interactions.json,jira/issues/tasks/TASK-075_define_penalty_turnover_field_position_interactions.md
TASK-076,BAT-179,100179,Task,[TASK-076] Freeze mechanics feature interfaces,EPIC-013,EPIC-013,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-073;TASK-075,true,modeling,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-076,SRCREF-00109;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-076_freeze_mechanics_feature_interfaces.json,jira/issues/tasks/TASK-076_freeze_mechanics_feature_interfaces.md
TASK-077,BAT-180,100180,Task,[TASK-077] Define opponent-adjusted efficiency framework,EPIC-014,EPIC-014,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-029;TASK-035,false,release-readiness,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-077,SRCREF-00110;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-077_define_opponent_adjusted_efficiency_framework.json,jira/issues/tasks/TASK-077_define_opponent_adjusted_efficiency_framework.md
TASK-078,BAT-181,100181,Task,[TASK-078] Define style/scheme similarity representation,EPIC-014,EPIC-014,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-061;TASK-077,false,release-readiness,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-078,SRCREF-00111;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-078_define_style_scheme_similarity_representation.json,jira/issues/tasks/TASK-078_define_style_scheme_similarity_representation.md
TASK-079,BAT-182,100182,Task,[TASK-079] Define schedule stress/workload/rest/travel aggregates,EPIC-014,EPIC-014,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-066;TASK-071,false,feature-engineering,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-079,SRCREF-00112;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-079_define_schedule_stress_workload_rest_travel_aggregates.json,jira/issues/tasks/TASK-079_define_schedule_stress_workload_rest_travel_aggregates.md
TASK-080,BAT-183,100183,Task,[TASK-080] Define previous-opponent and look-ahead context safeguards,EPIC-014,EPIC-014,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-018;TASK-079,false,release-readiness,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-080,SRCREF-00113;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-080_define_previous_opponent_and_look_ahead_context_safeguards.json,jira/issues/tasks/TASK-080_define_previous_opponent_and_look_ahead_context_safeguards.md
TASK-081,BAT-184,100184,Task,[TASK-081] Evaluate experimental officiating lane eligibility,EPIC-014,EPIC-014,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-006;TASK-018,false,player-context-intelligence,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,2,TASK-081,SRCREF-00114;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-081_evaluate_experimental_officiating_lane_eligibility.json,jira/issues/tasks/TASK-081_evaluate_experimental_officiating_lane_eligibility.md
TASK-082,BAT-185,100185,Task,[TASK-082] Freeze matchup/context adjustment interfaces,EPIC-014,EPIC-014,PHASE-2,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-077;TASK-078;TASK-080;TASK-081,true,modeling,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W13,3,1,TASK-082,SRCREF-00115;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-082_freeze_matchup_context_adjustment_interfaces.json,jira/issues/tasks/TASK-082_freeze_matchup_context_adjustment_interfaces.md
TASK-083,BAT-186,100186,Task,[TASK-083] Implement player/roster/availability starter,EPIC-015,EPIC-015,PHASE-2,P1,DONE,DESIGN_ONLY,FUNCTIONAL_STARTER,VERIFIED,false,TASK-046;TASK-052,false,player-context-intelligence,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W19,3,1,TASK-083,SRCREF-00116;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-083_implement_player_roster_availability_starter.json,jira/issues/tasks/TASK-083_implement_player_roster_availability_starter.md
TASK-084,BAT-187,100187,Task,[TASK-084] Implement transfer/recruiting prior starter,EPIC-015,EPIC-015,PHASE-2,P1,DONE,DESIGN_ONLY,FUNCTIONAL_STARTER,VERIFIED,false,TASK-046;TASK-058,false,player-context-intelligence,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W19,3,1,TASK-084,SRCREF-00117;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-084_implement_transfer_recruiting_prior_starter.json,jira/issues/tasks/TASK-084_implement_transfer_recruiting_prior_starter.md
TASK-085,BAT-188,100188,Task,[TASK-085] Implement coaching/context/mechanics starter features,EPIC-015,EPIC-015,PHASE-2,P1,DONE,DESIGN_ONLY,FUNCTIONAL_STARTER,VERIFIED,false,TASK-046;TASK-064;TASK-070;TASK-076;TASK-082,false,feature-engineering,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W19,3,1,TASK-085,SRCREF-00118;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-085_implement_coaching_context_mechanics_starter_features.json,jira/issues/tasks/TASK-085_implement_coaching_context_mechanics_starter_features.md
TASK-086,BAT-189,100189,Task,[TASK-086] Create advanced-state synthetic integration fixtures,EPIC-015,EPIC-015,PHASE-2,P1,DONE,DESIGN_ONLY,FUNCTIONAL_STARTER,VERIFIED,false,TASK-083;TASK-084;TASK-085,false,pit-temporal,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W19,3,1,TASK-086,SRCREF-00119;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-086_create_advanced_state_synthetic_integration_fixtures.json,jira/issues/tasks/TASK-086_create_advanced_state_synthetic_integration_fixtures.md
TASK-087,BAT-190,100190,Task,[TASK-087] Run advanced feature family ablation readiness gate,EPIC-015,EPIC-015,PHASE-2,P1,DONE,DESIGN_ONLY,FUNCTIONAL_STARTER,VERIFIED,false,TASK-040;TASK-086,true,feature-engineering,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W20,3,1,TASK-087,SRCREF-00120;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-087_run_advanced_feature_family_ablation_readiness_gate.json,jira/issues/tasks/TASK-087_run_advanced_feature_family_ablation_readiness_gate.md
TASK-088,BAT-191,100191,Task,[TASK-088] Define A&M high-resolution evidence acquisition/state overlay,EPIC-016,EPIC-016,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-058;TASK-064;TASK-070;TASK-076;TASK-082,false,modeling,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-088,SRCREF-00121;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-088_define_a_and_m_high_resolution_evidence_acquisition_state_overlay.json,jira/issues/tasks/TASK-088_define_a_and_m_high_resolution_evidence_acquisition_state_overlay.md
TASK-089,BAT-192,100192,Task,[TASK-089] Define A&M unit/QB/OL/receiver/depth state,EPIC-016,EPIC-016,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-052;TASK-088,false,modeling,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-089,SRCREF-00122;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-089_define_a_and_m_unit_qb_ol_receiver_depth_state.json,jira/issues/tasks/TASK-089_define_a_and_m_unit_qb_ol_receiver_depth_state.md
TASK-090,BAT-193,100193,Task,[TASK-090] Define A&M regime/staff/availability current-state layer,EPIC-016,EPIC-016,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-064;TASK-088,false,modeling,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-090,SRCREF-00123;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-090_define_a_and_m_regime_staff_availability_current_state_layer.json,jira/issues/tasks/TASK-090_define_a_and_m_regime_staff_availability_current_state_layer.md
TASK-091,BAT-194,100194,Task,[TASK-091] Define A&M frequent forecast snapshot schedule candidates,EPIC-016,EPIC-016,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-018;TASK-088,false,modeling,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-091,SRCREF-00124;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-091_define_a_and_m_frequent_forecast_snapshot_schedule_candidates.json,jira/issues/tasks/TASK-091_define_a_and_m_frequent_forecast_snapshot_schedule_candidates.md
TASK-092,BAT-195,100195,Task,[TASK-092] Define A&M peer cohort/analog evidence interface,EPIC-016,EPIC-016,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-035;TASK-088,false,modeling,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-092,SRCREF-00125;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-092_define_a_and_m_peer_cohort_analog_evidence_interface.json,jira/issues/tasks/TASK-092_define_a_and_m_peer_cohort_analog_evidence_interface.md
TASK-093,BAT-196,100196,Task,[TASK-093] Freeze A&M state interface,EPIC-016,EPIC-016,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-089;TASK-090;TASK-091;TASK-092,true,modeling,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-093,SRCREF-00126;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-093_freeze_a_and_m_state_interface.json,jira/issues/tasks/TASK-093_freeze_a_and_m_state_interface.md
TASK-094,BAT-197,100197,Task,[TASK-094] Define specialization input/output semantic contract,EPIC-017,EPIC-017,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-093,false,tamu-specialization,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-094,SRCREF-00127;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-094_define_specialization_input_output_semantic_contract.json,jira/issues/tasks/TASK-094_define_specialization_input_output_semantic_contract.md
TASK-095,BAT-198,100198,Task,[TASK-095] Design residual-adapter challenger,EPIC-017,EPIC-017,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-094,false,modeling,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-095,SRCREF-00128;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-095_design_residual_adapter_challenger.json,jira/issues/tasks/TASK-095_design_residual_adapter_challenger.md
TASK-096,BAT-199,100199,Task,[TASK-096] Design hierarchical/multi-task specialization challengers,EPIC-017,EPIC-017,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-094,false,modeling,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-096,SRCREF-00129;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-096_design_hierarchical_multi_task_specialization_challengers.json,jira/issues/tasks/TASK-096_design_hierarchical_multi_task_specialization_challengers.md
TASK-097,BAT-200,100200,Task,[TASK-097] Define shrinkage/no-adjustment fallback and overfit guard,EPIC-017,EPIC-017,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-095;TASK-096,false,validation-promotion,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-097,SRCREF-00130;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-097_define_shrinkage_no_adjustment_fallback_and_overfit_guard.json,jira/issues/tasks/TASK-097_define_shrinkage_no_adjustment_fallback_and_overfit_guard.md
TASK-098,BAT-201,100201,Task,[TASK-098] Define A&M-specific evaluation weighting/subgroups,EPIC-017,EPIC-017,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-094,false,validation-promotion,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-098,SRCREF-00131;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-098_define_a_and_m_specific_evaluation_weighting_subgroups.json,jira/issues/tasks/TASK-098_define_a_and_m_specific_evaluation_weighting_subgroups.md
TASK-099,BAT-202,100202,Task,[TASK-099] Freeze specialization candidates for W16/W17 comparison,EPIC-017,EPIC-017,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-097;TASK-098,true,modeling,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W14,3,1,TASK-099,SRCREF-00132;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-099_freeze_specialization_candidates_for_w16_w17_comparison.json,jira/issues/tasks/TASK-099_freeze_specialization_candidates_for_w16_w17_comparison.md
TASK-100,BAT-203,100203,Task,[TASK-100] Implement/verify primary BAS residual definition contract,EPIC-018,EPIC-018,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-099,false,bas-science,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-100,SRCREF-00133;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-100_implement_verify_primary_bas_residual_definition_contract.json,jira/issues/tasks/TASK-100_implement_verify_primary_bas_residual_definition_contract.md
TASK-101,BAT-204,100204,Task,[TASK-101] Design cross-fitted expected-margin label generator,EPIC-018,EPIC-018,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-018;TASK-100,false,bas-science,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-101,SRCREF-00134;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-101_design_cross_fitted_expected_margin_label_generator.json,jira/issues/tasks/TASK-101_design_cross_fitted_expected_margin_label_generator.md
TASK-102,BAT-205,100205,Task,[TASK-102] Define ≥3/7/14/21 severity label production,EPIC-018,EPIC-018,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-101,false,bas-science,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-102,SRCREF-00135;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-102_define_3_7_14_21_severity_label_production.json,jira/issues/tasks/TASK-102_define_3_7_14_21_severity_label_production.md
TASK-103,BAT-206,100206,Task,[TASK-103] Build anti-circularity/leakage tests for BAS labels,EPIC-018,EPIC-018,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-101;TASK-102,false,bas-science,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-103,SRCREF-00136;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-103_build_anti_circularity_leakage_tests_for_bas_labels.json,jira/issues/tasks/TASK-103_build_anti_circularity_leakage_tests_for_bas_labels.md
TASK-104,BAT-207,100207,Task,[TASK-104] Freeze BAS labeling contract,EPIC-018,EPIC-018,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-103,true,bas-science,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-104,SRCREF-00137;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-104_freeze_bas_labeling_contract.json,jira/issues/tasks/TASK-104_freeze_bas_labeling_contract.md
TASK-105,BAT-208,100208,Task,[TASK-105] Define general FBS underperformance baseline comparison,EPIC-019,EPIC-019,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-104,false,bas-science,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-105,SRCREF-00138;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-105_define_general_fbs_underperformance_baseline_comparison.json,jira/issues/tasks/TASK-105_define_general_fbs_underperformance_baseline_comparison.md
TASK-106,BAT-209,100209,Task,[TASK-106] Define Aggie Excess and peer-cohort significance tests,EPIC-019,EPIC-019,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-092;TASK-105,false,bas-science,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-106,SRCREF-00139;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-106_define_aggie_excess_and_peer_cohort_significance_tests.json,jira/issues/tasks/TASK-106_define_aggie_excess_and_peer_cohort_significance_tests.md
TASK-107,BAT-210,100210,Task,[TASK-107] Define offensive/defensive/ST/coaching/collapse candidate decompositions,EPIC-019,EPIC-019,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-104,false,bas-science,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-107,SRCREF-00140;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-107_define_offensive_defensive_st_coaching_collapse_candidate_decompositions.json,jira/issues/tasks/TASK-107_define_offensive_defensive_st_coaching_collapse_candidate_decompositions.md
TASK-108,BAT-211,100211,Task,[TASK-108] Define regime/stability/calibration validation,EPIC-019,EPIC-019,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-106;TASK-107,false,bas-science,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W15,3,1,TASK-108,SRCREF-00141;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-108_define_regime_stability_calibration_validation.json,jira/issues/tasks/TASK-108_define_regime_stability_calibration_validation.md
TASK-109,BAT-212,100212,Task,[TASK-109] Freeze protected BAS scientific evaluation protocol,EPIC-019,EPIC-019,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-108;TASK-128;TASK-129,false,bas-science,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W17,3,1,TASK-109,SRCREF-00142;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-109_freeze_protected_bas_scientific_evaluation_protocol.json,jira/issues/tasks/TASK-109_freeze_protected_bas_scientific_evaluation_protocol.md
TASK-110,BAT-213,100213,Task,[TASK-110] Freeze BAS component promotion/rejection decision rule,EPIC-019,EPIC-019,PHASE-3,P1,DONE,DESIGN_ONLY,CONTRACT_DEFINED,VERIFIED,false,TASK-109,true,bas-science,PROTECTED_GATE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W17,3,2,TASK-110,SRCREF-00143;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-110_freeze_bas_component_promotion_rejection_decision_rule.json,jira/issues/tasks/TASK-110_freeze_bas_component_promotion_rejection_decision_rule.md
TASK-111,BAT-214,100214,Task,[TASK-111] Implement A&M high-resolution state adapter starter,EPIC-020,EPIC-020,PHASE-3,P1,DONE,DESIGN_ONLY,FUNCTIONAL_STARTER,VERIFIED,false,TASK-046;TASK-093,false,release-readiness,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W20,3,1,TASK-111,SRCREF-00144;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-111_implement_a_and_m_high_resolution_state_adapter_starter.json,jira/issues/tasks/TASK-111_implement_a_and_m_high_resolution_state_adapter_starter.md
TASK-112,BAT-215,100215,Task,[TASK-112] Implement approved specialization candidate starter,EPIC-020,EPIC-020,PHASE-3,P1,DONE,DESIGN_ONLY,FUNCTIONAL_STARTER,VERIFIED,false,TASK-099;TASK-111,false,tamu-specialization,SOLO_WORKTREE,HISTORICAL_REFERENCE,HISTORICAL_SCOPED_COMPLETED,W20,3,1,TASK-112,SRCREF-00145;SRCREF-02116;SRCREF-02117,jira/records/issues/tasks/TASK-112_implement_approved_specialization_candidate_starter.json,jira/issues/tasks/TASK-112_implement_approved_specialization_candidate_starter.md
