requirement_id,title,status,category,constraint_class,historical_task_ids,post_wave_issue_ids,mapping_disposition,source_ref_id,mapped
REQ-403,Availability impact avoids duplicate injury encodings,ACTIVE,players,A,TASK-050;TASK-052,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00637,true
REQ-404,Player availability hands off to W11 available strength,ACTIVE,team_state,A,TASK-050;TASK-052,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00638,true
REQ-405,Prospects with zero college production use separate priors,ACTIVE,players,A,TASK-053;TASK-058,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00639,true
REQ-406,Prospect priors retain wide uncertainty,ACTIVE,players,A,TASK-053;TASK-057,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00640,true
REQ-407,Transfer episodes preserve canonical player identity,ACTIVE,players,A,TASK-054;TASK-058,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00641,true
REQ-408,Transfer timing and destination knowledge are PIT-safe,ACTIVE,players,A,TASK-054;TASK-200,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00642,true
REQ-409,Transfer translation uses continuous competition strength,ACTIVE,players,A,TASK-055;TASK-058,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00643,true
REQ-410,No fixed conference transfer penalty,ACTIVE,players,A,TASK-055,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00644,true
REQ-411,Transfer translation uses historical same-player outcomes,DEFAULT,players,B,TASK-055,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00645,true
REQ-412,Transfer translation outputs value usage and uncertainty,ACTIVE,players,A,TASK-055;TASK-057,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00646,true
REQ-413,Preseason honors are timestamped consensus candidates,DEFAULT,players,B,TASK-056;TASK-058,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00647,true
REQ-414,Postseason/future honors cannot leak into earlier games,ACTIVE,players,A,TASK-056,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00648,true
REQ-415,Future NFL Draft outcomes are banned as same-season features,ACTIVE,players,A,TASK-056;TASK-058,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00649,true
REQ-416,Lagged completed draft development is candidate evidence,DEFAULT,players,B,TASK-056,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00650,true
REQ-417,Official conference availability lane is materialization priority,ACTIVE,availability,A,TASK-193,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00651,true
REQ-418,Availability report materialization status is reported honestly,ACTIVE,governance,A,TASK-193,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00652,true
REQ-419,Dataset source registry carries upstream rights/provenance,ACTIVE,data_governance,A,TASK-054;TASK-197;TASK-200,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00653,true
REQ-420,Player-value decomposition predictive benefit is empirical hypothesis,RESEARCH,players,C,TASK-048;TASK-052,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00654,true
REQ-421,Transfer/honor/development candidate value is empirical hypothesis,RESEARCH,players,C,TASK-055;TASK-056;TASK-058,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00655,true
REQ-422,Effective-dated coach role episodes,ACTIVE,coaching,A,TASK-059,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00656,true
REQ-423,Coach title and responsibility separation,ACTIVE,coaching,A,TASK-059,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00657,true
REQ-424,Coach contribution from performance versus expectation,DEFAULT,coaching,B,TASK-060,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00658,true
REQ-425,Hierarchical partial pooling for sparse coach evidence,DEFAULT,coaching,B,TASK-063,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00659,true
REQ-426,Coach promotion evidence without additive double counting,ACTIVE,coaching,A,TASK-064,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00660,true
REQ-427,Effective-dated scheme and play-caller state,ACTIVE,coaching,A,TASK-061,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00661,true
REQ-428,Tendency features use prior eligible behavior only,ACTIVE,coaching,A,TASK-061,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00662,true
REQ-429,Fourth-down decision quality remains experimental,RESEARCH,coaching,C,TASK-062,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00663,true
REQ-430,Clock-management and halftime-adjustment remain experimental,RESEARCH,coaching,C,TASK-062,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00664,true
REQ-431,Coach-state uncertainty is explicit,ACTIVE,coaching,A,TASK-064,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00665,true
REQ-432,Issued weather forecast separated from observed weather,ACTIVE,context,A,TASK-065,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00666,true
REQ-433,DST-aware venue/timezone context,ACTIVE,context,A,TASK-066,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00667,true
REQ-434,Travel modeled as differential and cumulative context,DEFAULT,context,B,TASK-066,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00668,true
REQ-435,Program resource lanes preserve public/private asymmetry,ACTIVE,resources,A,TASK-067,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00669,true
REQ-436,Private-school proxy lane may not fabricate dollar spend,ACTIVE,resources,A,TASK-198,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00670,true
REQ-437,"Home-field strength is learned residual, not raw win rate",DEFAULT,context,B,TASK-068,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00671,true
REQ-438,Final attendance is not historical pregame evidence,ACTIVE,context,A,TASK-068,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00672,true
REQ-439,Game stakes/context use factual PIT-safe state,ACTIVE,context,A,TASK-069,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00673,true
REQ-440,Effective-dated regulatory environment,ACTIVE,context,A,TASK-195,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00674,true
REQ-441,Rule changes version feature definitions,ACTIVE,context,A,TASK-195,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00675,true
REQ-442,Expected possessions separate from scoring efficiency,ACTIVE,mechanics,A,TASK-071,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00676,true
REQ-443,Tempo requires score-state-aware candidates,DEFAULT,mechanics,B,TASK-071,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00677,true
REQ-444,Field position and hidden yards component accounting,ACTIVE,mechanics,A,TASK-072,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00678,true
REQ-445,Special teams decomposed by component,DEFAULT,mechanics,B,TASK-073,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00679,true
REQ-446,Special-teams weather interactions are experimental,RESEARCH,mechanics,C,TASK-073,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00680,true
REQ-447,Garbage-time/score-state policy is not hard-coded,ACTIVE,mechanics,A,TASK-074,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00681,true
REQ-448,Penalty evidence emphasizes type and leverage,DEFAULT,mechanics,B,TASK-075,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00682,true
REQ-449,Turnover luck/skill decomposition remains experimental,RESEARCH,mechanics,C,TASK-075,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00683,true
REQ-450,Opponent adjustment uses strict-prior opponent state,ACTIVE,matchup,A,TASK-077,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00684,true
REQ-451,Style/scheme similarity remains empirical candidate,RESEARCH,matchup,C,TASK-078,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00685,true
REQ-452,Schedule stress aggregates completed prior workload only,ACTIVE,context,A,TASK-079,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00686,true
REQ-453,Look-ahead context cannot import future opponent results,ACTIVE,context,A,TASK-080,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00687,true
REQ-454,Crew-specific officiating requires pregame-public assignment,ACTIVE,officiating,A,TASK-081,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00688,true
REQ-455,Officiating anti-bias/anti-causality controls,ACTIVE,officiating,A,TASK-201,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00689,true
REQ-456,No W13 context/mechanics empirical winner claims,ACTIVE,governance,A,TASK-082,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00690,true
REQ-457,W10-W12 contracts remain authoritative inputs,ACTIVE,architecture,A,TASK-082,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00691,true
REQ-458,Sparse context/mechanics evidence widens uncertainty,ACTIVE,uncertainty,A,TASK-082,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00692,true
REQ-459,Resource source concepts require semantic crosswalk,ACTIVE,resources,A,TASK-067,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00693,true
REQ-460,Scheduled and actual kickoff timestamps remain separate,ACTIVE,context,A,TASK-065,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00694,true
REQ-461,Architecture-design waves cannot depend on later implementation gates,ACTIVE,program,A,TASK-082,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00695,true
REQ-462,A&M specialization reuses national canonical identity,ACTIVE,tamu_specialization,A,TASK-088,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00696,true
REQ-463,A&M overlay consumes W07-W13 protected contracts,ACTIVE,tamu_specialization,A,TASK-088,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00697,true
REQ-464,A&M evidence resolution may be deeper but not less governed,ACTIVE,tamu_data,A,TASK-088,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00698,true
REQ-465,A&M state includes high-resolution roster/QB/OL/receiver/depth context,DEFAULT,tamu_state,B,TASK-089,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00699,true
REQ-466,A&M state includes staff/regime/availability context,ACTIVE,tamu_state,A,TASK-090,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00700,true
REQ-467,A&M unit state preserves explicit uncertainty,ACTIVE,tamu_state,A,TASK-090,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00701,true
REQ-468,Missing high-resolution A&M evidence falls back without fabrication,ACTIVE,tamu_state,A,TASK-088,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00702,true
REQ-469,A&M forecast snapshot cadence remains candidate until validated,DEFAULT,tamu_snapshots,B,TASK-091,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00703,true
REQ-470,A&M forecast snapshots are immutable,ACTIVE,tamu_snapshots,A,TASK-091,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00704,true
REQ-471,A&M peer cohorts must be PIT-safe and outcome-independent,ACTIVE,tamu_peers,A,TASK-092,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00705,true
REQ-472,Historical analog retrieval is strict-prior,ACTIVE,tamu_analogs,A,TASK-092,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00706,true
REQ-473,Peers and analogs do not automatically adjust forecasts,ACTIVE,tamu_analogs,A,TASK-092,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00707,true
REQ-474,Specialization input preserves national forecast and A&M overlay,ACTIVE,tamu_specialization,A,TASK-094,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00708,true
REQ-475,Specialization may validly output zero adjustment,ACTIVE,tamu_specialization,A,TASK-097,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00709,true
REQ-476,National model remains statistical backbone,ACTIVE,tamu_specialization,A,TASK-094,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00710,true
REQ-477,Residual-adapter specialization remains challenger,RESEARCH,tamu_specialization,C,TASK-095,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00711,true
REQ-478,Hierarchical/multi-task specialization remains challenger,RESEARCH,tamu_specialization,C,TASK-096,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00712,true
REQ-479,Partial-pooling/shrinkage specialization remains challenger,RESEARCH,tamu_specialization,C,TASK-096,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00713,true
REQ-480,No-adjustment national forecast is mandatory specialization baseline,ACTIVE,tamu_specialization,A,TASK-097,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00714,true
REQ-481,Nonzero A&M specialization requires protected incremental value,ACTIVE,tamu_specialization,A,TASK-097,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00715,true
REQ-482,Sparse A&M evidence must shrink toward no-adjustment,ACTIVE,tamu_specialization,A,TASK-097,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00716,true
REQ-483,A&M and national evaluation scorecards both remain visible,ACTIVE,evaluation,A,TASK-098,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00717,true
REQ-484,A&M evaluation weighting is not numerically frozen in W14,ACTIVE,evaluation,A,TASK-098,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00718,true
REQ-485,A&M specialization checks regime stability,DEFAULT,tamu_specialization,B,TASK-098,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00719,true
REQ-486,A&M specialization preserves canonical-game split safety,ACTIVE,validation,A,TASK-098,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00720,true
REQ-487,Pure-football A&M specialization excludes market inputs,ACTIVE,tamu_specialization,A,TASK-097,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00721,true
REQ-488,W14 may not redefine BAS,ACTIVE,bas_governance,A,TASK-099,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00722,true
REQ-489,No hard-coded Kyle Field/12th Man specialization bonus,ACTIVE,tamu_specialization,A,TASK-097,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00723,true
REQ-490,No fan-narrative Aggie features,ACTIVE,tamu_specialization,A,TASK-097,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00724,true
REQ-491,W14 specialization signal defers coherent forecast assembly to W16,ACTIVE,architecture,A,TASK-094,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00725,true
REQ-492,W16/W17 own specialization model/evaluation selection,ACTIVE,program,A,TASK-099,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00726,true
REQ-493,No W14 empirical specialization winner claims,ACTIVE,governance,A,TASK-099,POST-SUBTASK-033,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00727,true
REQ-494,Headline BAS residual sign convention,ACTIVE,BAS,A,TASK-100,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00728,true
REQ-495,Headline BAS threshold fixed at 7 points,ACTIVE,BAS,A,TASK-100;TASK-102,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00729,true
REQ-496,Nested BAS severity thresholds,ACTIVE,BAS,A,TASK-102,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00730,true
REQ-497,BAS expected margin is strictly pregame OOS,ACTIVE,BAS,A,TASK-101,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00731,true
REQ-498,BAS expectation model obeys chronological training cutoff,ACTIVE,BAS,A,TASK-101,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00732,true
REQ-499,BAS cross-fit grouping uses canonical game,ACTIVE,BAS,A,TASK-101;TASK-103,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00733,true
REQ-500,BAS labels preserve full expectation provenance,ACTIVE,BAS,A,TASK-101;TASK-104,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00734,true
REQ-501,Primary BAS anchor is BAS-independent,ACTIVE,BAS,A,TASK-101;TASK-103,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00735,true
REQ-502,Primary BAS anchor excludes A&M-underperformance target,ACTIVE,BAS,A,TASK-101;TASK-103,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00736,true
REQ-503,W15 does not select expectation model family,ACTIVE,program,A,TASK-104;TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00737,true
REQ-504,BAS labels are immutable/versioned,ACTIVE,data governance,A,TASK-104,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00738,true
REQ-505,General FBS underperformance is BAS reference baseline,ACTIVE,BAS,A,TASK-105,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00739,true
REQ-506,BAS inference clusters by canonical game,ACTIVE,validation,A,TASK-105,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00740,true
REQ-507,Aggie Excess is a null-first hypothesis,ACTIVE,BAS,A,TASK-106;TASK-109,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00741,true
REQ-508,BAS peer cohorts are predeclared/PIT-safe,ACTIVE,BAS,A,TASK-106,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00742,true
REQ-509,BAS regime definitions are predeclared/effective-dated,ACTIVE,BAS,A,TASK-106;TASK-108,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00743,true
REQ-510,BAS reporting requires effect size and uncertainty,ACTIVE,validation,A,TASK-108;TASK-109,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00744,true
REQ-511,BAS multiple-comparison policy is precommitted,ACTIVE,validation,A,TASK-108;TASK-109,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00745,true
REQ-512,BAS stability is tested across seasons/regimes,ACTIVE,validation,A,TASK-108;TASK-109,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00746,true
REQ-513,THR-006 remains unset in W15,ACTIVE,governance,A,TASK-108;TASK-109,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00747,true
REQ-514,BAS components remain candidates in W15,ACTIVE,BAS,A,TASK-107;TASK-110,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00748,true
REQ-515,Offensive BAS candidate uses expected-vs-actual scoring shortfall,DEFAULT,BAS,B,TASK-107,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00749,true
REQ-516,Defensive BAS candidate uses actual-vs-expected points allowed overage,DEFAULT,BAS,B,TASK-107,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00750,true
REQ-517,Special Teams BAS requires anti-double-counting controls,ACTIVE,BAS,A,TASK-107,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00751,true
REQ-518,Coaching BAS requires confound controls/partial pooling,ACTIVE,BAS,A,TASK-107,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00752,true
REQ-519,Collapse BAS is isolated live-replay research,ACTIVE,BAS,A,TASK-107,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00753,true
REQ-520,BAS components need not be additive unless score architecture guarantees it,ACTIVE,BAS,A,TASK-107,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00754,true
REQ-521,BAS probability calibration is a protected later test,ACTIVE,validation,A,TASK-108;TASK-116,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00755,true
REQ-522,BAS severity probabilities must be monotone,ACTIVE,modeling,A,TASK-108;TASK-116,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00756,true
REQ-523,Sensitivity anchors cannot silently redefine primary BAS,ACTIVE,BAS,A,TASK-106;TASK-108,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00757,true
REQ-524,Null/no-excess BAS result must be published honestly,ACTIVE,BAS,A,TASK-106;TASK-108;TASK-110,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00758,true
REQ-525,Fan narrative cannot determine BAS labels/features,ACTIVE,BAS,A,TASK-103;TASK-107,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00759,true
REQ-526,No W15 empirical BAS claims,ACTIVE,governance,A,TASK-104;TASK-108,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00760,true
REQ-527,Repair W15/W16 future-wave dependency inversion,COMPLETE_W15,implementation,A,TASK-101;TASK-116,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00761,true
REQ-528,W16 starts from frozen BAS label contract,ACTIVE,program,A,TASK-116,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00762,true
REQ-529,Coherent joint predictive distribution,ACTIVE,modeling,A,TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00763,true
REQ-530,Final score labels are authoritative,ACTIVE,modeling,A,TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00764,true
REQ-531,Margin derives from scores,ACTIVE,modeling,A,TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00765,true
REQ-532,Win/loss derives coherently,ACTIVE,modeling,A,TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00766,true
REQ-533,Overtime/tie handling explicit,ACTIVE,modeling,A,TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00767,true
REQ-534,Probability mass normalizes,ACTIVE,modeling,A,TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00768,true
REQ-535,Score support nonnegative integer,ACTIVE,modeling,A,TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00769,true
REQ-536,Expected outputs agree with distribution,ACTIVE,modeling,A,TASK-116,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00770,true
REQ-537,BAS target semantics remain W15-frozen,ACTIVE,BAS,A,TASK-116,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00771,true
REQ-538,BAS severity probabilities nested,ACTIVE,BAS,A,TASK-116,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00772,true
REQ-539,BAS scientific anchor remains independent,ACTIVE,BAS,A,TASK-116,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00773,true
REQ-540,Strong simple baselines mandatory,ACTIVE,modeling,A,TASK-036,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00774,true
REQ-541,No complex-model superiority assumption,ACTIVE,modeling,A,TASK-036,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00775,true
REQ-542,Joint-score families remain candidates,DEFAULT,modeling,B,TASK-036,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00776,true
REQ-543,Boosted-tree library not frozen,DEFAULT,modeling,B,TASK-037,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00777,true
REQ-544,Neural model remains challenger,RESEARCH,modeling,C,TASK-037,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00778,true
