requirement_id,planned_wave,current_artifact,acceptance_or_evidence,status,source_basis
REQ-440,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,W06 + recon rule-era policy
REQ-441,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon rule-era policy
REQ-442,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13
REQ-443,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13
REQ-444,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13
REQ-445,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13
REQ-446,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,RESEARCH_PENDING,Master prompt W13
REQ-447,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13
REQ-448,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon officiating/penalty policy
REQ-449,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,RESEARCH_PENDING,Master prompt feature inventory
REQ-450,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13 + PIT
REQ-451,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,RESEARCH_PENDING,Master prompt W13
REQ-452,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13
REQ-453,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt PIT + W13
REQ-454,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon officiating policy
REQ-455,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon officiating policy
REQ-456,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt honest completion
REQ-457,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Cumulative integrity
REQ-458,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt uncertainty
REQ-459,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon resource findings
REQ-460,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon weather/travel findings
REQ-461,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,W13 adaptive review
REQ-462,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W14 adaptive architecture
REQ-463,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Cumulative architecture
REQ-464,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt W14
REQ-465,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt W14
REQ-466,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt W14
REQ-467,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt uncertainty
REQ-468,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W14 adaptive review
REQ-469,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt snapshots
REQ-470,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W08 snapshot principle
REQ-471,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt W14
REQ-472,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt W14 + PIT
REQ-473,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W14 adaptive review
REQ-474,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt W14
REQ-475,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt adaptive/null result
REQ-476,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Core invariant
REQ-477,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt W14
REQ-478,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt W14
REQ-479,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W14 architecture alternatives
REQ-480,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W14 overfit guard
REQ-481,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,THR-005 + W17 science
REQ-482,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W14 overfit guard
REQ-483,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Master prompt A&M priority + national foundation
REQ-484,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,No fabricated thresholds
REQ-485,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W11 regime + W14
REQ-486,W14-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W04/W08 protected split
REQ-487,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Market-lane separation
REQ-488,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Wave ownership
REQ-489,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W13 home-field + master prompt
REQ-490,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,BAS scientific rule
REQ-491,W14-W16,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,W03/W16 architecture
REQ-492,W16-W17,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Wave ownership
REQ-493,W14,W14 A&M specialization/state contracts,W14 contract validator + later W16/W17 protected empirical evidence where applicable,DEFINED_W14,Honest completion rule
REQ-494,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,master prompt §18; W15
REQ-495,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,master prompt §18
REQ-496,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,master prompt §18
REQ-497,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,REQ-095; W15
REQ-498,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W08 PIT + W15
REQ-499,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,REQ-095; mirrored-row safety
REQ-500,W15-W20,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15 label lineage
REQ-501,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,anti-circularity
REQ-502,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,anti-circularity
REQ-503,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,wave ownership
REQ-504,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,REQ-213; W15
REQ-505,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,master prompt §18
REQ-506,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,mirrored-game dependence
REQ-507,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,master prompt §18
REQ-508,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W14 peers + W15
REQ-509,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W11/W13 regimes
REQ-510,W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15 science
REQ-511,W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15 science
REQ-512,W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,master prompt §18
REQ-513,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W04 threshold policy
REQ-514,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,REQ-098
REQ-515,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15 component design
REQ-516,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15 component design
REQ-517,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W13 special teams + W15
REQ-518,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W13 coaching + W15
REQ-519,W15-W18,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,master prompt W15/live
REQ-520,W15-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15 scientific decomposition
REQ-521,W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15/W17
REQ-522,W16-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,nested severity semantics
REQ-523,W16-W17,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15 anchor policy
REQ-524,W17+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,REQ-103; W15
REQ-525,W15+,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,REQ-103/105
REQ-526,W15,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,honest maturity
REQ-527,W15,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,COMPLETE_W15,W15 adaptive review
REQ-528,W16,W15 BAS scientific contracts + validator,W15 contract validator; W16/W17 protected/model evidence where applicable,DEFINED_W15,W15 handoff
REQ-529,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16/master target architecture
REQ-530,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-531,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-532,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-533,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-534,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-535,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-536,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-537,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W15/W16
REQ-538,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-539,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W15
REQ-540,W16-W20,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,master prompt/W16
REQ-541,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-542,W16-W17,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-543,W16-W20,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-544,W17+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-545,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-546,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W08/W16
REQ-547,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W08/W16
REQ-548,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-549,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-550,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W08/W16
REQ-551,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-552,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-553,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W12/W16
REQ-554,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W08/W16
REQ-555,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-556,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,master prompt/W16
REQ-557,W17,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,THR-014
REQ-558,W17,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,THR-015
REQ-559,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-560,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W14/W16
REQ-561,W16+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W14/W16
REQ-562,W17+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W14/W16
REQ-563,W20+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-564,W17+,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16
REQ-565,W17,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,master W17
REQ-566,W16,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,COMPLETE_W16,honest maturity
REQ-567,W17,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,DEFINED_W16,W16 adaptive review
REQ-568,W16,W16 model architecture registries + reference package + validator,W16 contract validator; W17 protected protocol/evidence where applicable,COMPLETE_W16,W16
REQ-569,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-163;AC-024,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-570,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-163;AC-168;AC-018,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-571,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-163;AC-164;AC-024,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-572,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-163;AC-169,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-573,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-165,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-574,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-164;AC-024,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-575,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-164;AC-170,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-576,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-023;AC-163,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-577,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-166;AC-025;THR-001,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-578,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-166;AC-025;THR-002,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-579,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-166;AC-025;THR-003,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-580,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-166;THR-004,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-581,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-166;AC-026,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-582,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-166;AC-172;AC-028;THR-006,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-583,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-167;AC-173;THR-005,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-584,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-167,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-585,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-167,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-586,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-167;AC-169,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-587,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-171;AC-022;THR-001;THR-002;THR-003;THR-004,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-588,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-168,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-589,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-169;THR-001;THR-002;THR-003;THR-004;THR-005;THR-006;THR-007;THR-014;THR-015,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-590,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-169;AC-024,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-591,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-170;AC-175;THR-001;THR-002;THR-003;THR-004;THR-005;THR-006;THR-007;THR-014;THR-015,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-592,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-175,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-593,W17,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/RESEARCH_ROLE_CAPABILITIES.csv,AC-175;AC-031;AC-032;AC-178;AC-185,CONTRACT_VERIFIED_W18,W17
REQ-594,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-172;AC-144;AC-029;THR-006,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-595,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-172;AC-148;THR-006,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-596,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-173;AC-030;THR-005,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-597,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-174;AC-014;THR-001;THR-002;THR-003;THR-004,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-598,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-174;AC-027;THR-014,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-599,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-174;AC-027;THR-015,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-600,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-174;AC-027,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-601,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-175;AC-031,CONTRACT_VERIFIED_W17_REAL_EMPIRICAL_EVIDENCE_PENDING,W17
REQ-602,W17,configs/validation_science_registry.json;governance/PROTECTED_SPLIT_REGISTRY.csv;governance/METRIC_REGISTRY.csv,AC-176,COMPLETE_W17,W17
REQ-603,W18+,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/EXPERIMENT_STATE_MACHINE.csv,AC-177,CONTRACT_VERIFIED_W18_REAL_EXPERIMENT_EVIDENCE_PENDING,W18
REQ-604,W18+,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/EXPERIMENT_STATE_MACHINE.csv,AC-178,CONTRACT_VERIFIED_W18_REAL_EXPERIMENT_EVIDENCE_PENDING,W18
REQ-605,W18+,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/EXPERIMENT_STATE_MACHINE.csv,AC-179,CONTRACT_VERIFIED_W18_REAL_EXPERIMENT_EVIDENCE_PENDING,W18
REQ-606,W18+,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/EXPERIMENT_STATE_MACHINE.csv,AC-180,CONTRACT_VERIFIED_W18_REAL_EXPERIMENT_EVIDENCE_PENDING,W18
REQ-607,W18+,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/EXPERIMENT_STATE_MACHINE.csv,AC-181,CONTRACT_VERIFIED_W18_REAL_EXPERIMENT_EVIDENCE_PENDING,W18
