control_id,task_id,mapping_role,evidence_expectation
AC-097,TASK-032,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-097,TASK-034,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-098,TASK-033,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-098,TASK-194,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-099,TASK-033,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-099,TASK-034,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-099,TASK-194,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-100,TASK-034,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-100,TASK-035,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-101,TASK-034,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-101,TASK-035,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-102,TASK-047,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-102,TASK-052,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-103,TASK-048,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-103,TASK-052,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-104,TASK-049,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-104,TASK-052,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-105,TASK-050,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-105,TASK-052,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-106,TASK-051,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-106,TASK-052,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-106,TASK-193,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-107,TASK-053,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-107,TASK-057,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-107,TASK-058,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-108,TASK-054,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-108,TASK-055,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-108,TASK-057,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-108,TASK-058,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-109,TASK-056,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-109,TASK-058,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-110,TASK-193,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-111,TASK-054,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-111,TASK-197,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-111,TASK-200,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-112,TASK-048,PRIMARY,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-112,TASK-052,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-112,TASK-055,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-112,TASK-056,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-112,TASK-058,SUPPORTING,W12 contract/reference evidence; empirical player/model evidence remains pending where criterion requires it.
AC-113,TASK-059,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-114,TASK-063,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-115,TASK-061,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-116,TASK-065,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-117,TASK-067,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-118,TASK-068,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-119,TASK-195,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-120,TASK-076,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-121,TASK-074,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-122,TASK-082,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-123,TASK-080,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-124,TASK-201,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-125,TASK-082,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-126,TASK-082,PRIMARY_W13,W13 registry/schema/reference validator; later empirical evidence when control is experimental.
AC-127,TASK-088,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-128,TASK-088,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-129,TASK-093,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-130,TASK-091,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-131,TASK-092,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-132,TASK-092,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-133,TASK-094,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-134,TASK-097,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-135,TASK-097,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-136,TASK-098,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-137,TASK-097,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-138,TASK-099,PRIMARY_W14,W14 registry/schema/reference validator; later empirical evidence for scientific controls.
AC-139,TASK-100,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-139,TASK-102,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-139,TASK-104,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-140,TASK-101,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-140,TASK-103,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-140,TASK-104,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-141,TASK-101,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-141,TASK-104,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-142,TASK-101,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-142,TASK-103,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-142,TASK-104,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-143,TASK-105,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-144,TASK-106,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-144,TASK-109,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-144,TASK-110,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-145,TASK-106,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-145,TASK-108,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-146,TASK-107,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-146,TASK-110,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-147,TASK-107,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-148,TASK-108,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-148,TASK-109,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-149,TASK-108,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-149,TASK-116,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-150,TASK-104,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-150,TASK-108,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-151,TASK-101,PRIMARY_W15,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-151,TASK-104,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-151,TASK-116,SUPPORTING,W15 BAS registry/schema/reference validator; later W16/W17 empirical evidence where applicable.
AC-152,TASK-116,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-153,TASK-118,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-154,TASK-118,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-155,TASK-118,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-156,TASK-036,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-157,TASK-119,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-158,TASK-122,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-159,TASK-124,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-160,TASK-121,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-161,TASK-121,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-162,TASK-121,PRIMARY_W16,W16 model-architecture contract/reference validator; protected empirical evidence later where applicable.
AC-163,TASK-128,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-164,TASK-128,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-165,TASK-128,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-166,TASK-129,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-167,TASK-130,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-168,TASK-129,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-169,TASK-131,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-170,TASK-132,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-171,TASK-039,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-172,TASK-109,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-173,TASK-133,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-174,TASK-126,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-175,TASK-132,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-176,TASK-133,PRIMARY,W17 protocol/reference evidence; real trained/protected results remain pending where applicable.
AC-177,TASK-134,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-178,TASK-137,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-179,TASK-136,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-180,TASK-137,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-181,TASK-135,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-182,TASK-136,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-183,TASK-138,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-184,TASK-138,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-185,TASK-139,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-186,TASK-139,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-187,TASK-136,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-188,TASK-135,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-189,TASK-139,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-190,TASK-139,PRIMARY,W18 reference/governance evidence; real experiment/model results remain pending.
AC-032,TASK-139,PRIMARY,W18 research plane cannot mutate protected rules/champion state.
AC-191,TASK-138,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-192,TASK-138,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-193,TASK-138,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-194,TASK-135,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-195,TASK-135,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-196,TASK-135,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-197,TASK-136,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-198,TASK-136,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-199,TASK-138,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-200,TASK-138,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-201,TASK-138,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-202,TASK-138,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-203,TASK-135,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-204,TASK-135,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-205,TASK-139,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-206,TASK-139,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-207,TASK-139,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-208,TASK-139,PRIMARY,Corrected W18 reference/governance evidence; real empirical results remain pending.
AC-209,TASK-134,PRIMARY,Executable reference test + validator + documented contract.
AC-210,TASK-136,PRIMARY,Executable reference test + validator + documented contract.
AC-211,TASK-136,PRIMARY,Executable reference test + validator + documented contract.
AC-212,TASK-136,PRIMARY,Executable reference test + validator + documented contract.
AC-213,TASK-136,PRIMARY,Executable reference test + validator + documented contract.
AC-214,TASK-138,PRIMARY,Executable reference test + validator + documented contract.
AC-215,TASK-138,PRIMARY,Executable reference test + validator + documented contract.
AC-216,TASK-138,PRIMARY,Executable reference test + validator + documented contract.
AC-217,TASK-137,PRIMARY,Executable reference test + validator + documented contract.
AC-218,TASK-138,PRIMARY,Executable reference test + validator + documented contract.
AC-219,TASK-138,PRIMARY,Executable reference test + validator + documented contract.
AC-220,TASK-135,PRIMARY,Executable reference test + validator + documented contract.
AC-221,TASK-135,PRIMARY,Executable reference test + validator + documented contract.
AC-222,TASK-135,PRIMARY,Executable reference test + validator + documented contract.
AC-223,TASK-138,PRIMARY,Executable reference test + validator + documented contract.
AC-224,TASK-136,PRIMARY,Executable reference test + validator + documented contract.
AC-225,TASK-138,PRIMARY,Executable reference test + validator + documented contract.
AC-226,TASK-136,PRIMARY,Executable reference test + validator + documented contract.
AC-227,TASK-139,PRIMARY,Executable reference test + validator + documented contract.
AC-228,TASK-139,PRIMARY,Executable reference test + validator + documented contract.
AC-002,TASK-158,SUPPORTING,Cross-platform CI invokes cumulative unit/integrity commands.
AC-034,TASK-158,SUPPORTING,CI captures runtime environment manifest.
AC-041,TASK-158,SUPPORTING,CI separates exact-pinned product adapter from dependency-free core.
AC-040,TASK-159,SUPPORTING,Security policy preserves untrusted-input/path-safety controls.
AC-041,TASK-159,PRIMARY,"Exact product pins, lock, dependency policy, CodeQL and dependency review configured."
AC-042,TASK-159,SUPPORTING,Repository secret scan remains a release gate.
AC-034,TASK-160,PRIMARY,Runtime/package/platform evidence captured by hashable manifest.
AC-042,TASK-160,PRIMARY,Structured event sink redacts sensitive keys/credential-like values.
AC-038,TASK-161,PRIMARY,Harness implemented; authoritative target evidence BLOCKED because current host does not match target.
AC-039,TASK-162,PRIMARY,Backup/restore round-trip and integrity verification tested.
AC-040,TASK-162,SUPPORTING,Restore rejects unsafe members before materialization.
AC-229,TASK-173,PRIMARY,Synthetic source→PIT→feature→model→publication→serving and deterministic replay-readiness battery.
AC-230,TASK-174,PRIMARY,Cross-layer leakage battery includes target-game-output identity protection.
AC-231,TASK-175,PRIMARY,Current source-owner/official refresh delta against W06.
AC-232,TASK-176,PRIMARY,Major architecture decisions classified KEEP/REVISE/DEFER/REJECT.
AC-233,TASK-177,PRIMARY,User sequencing override documented while W23 target blocker remains unchanged.
AC-234,TASK-178,PRIMARY,W24 scope gates pass and W25 handoff explicitly carries AC-038 condition.
