requirement_id,title,category,constraint_class,status,source_basis,planned_wave,description,wave_introduced
REQ-465,A&M state includes high-resolution roster/QB/OL/receiver/depth context,tamu_state,B,DEFAULT,Master prompt W14,W14,A&M overlay should deepen roster/depth/QB/OL/receiver/rotation state where evidence is legitimately available.,W14
REQ-466,A&M state includes staff/regime/availability context,tamu_state,A,ACTIVE,Master prompt W14,W14,A&M overlay includes effective-dated staff/regime and scenario-based availability/replacement state.,W14
REQ-467,A&M unit state preserves explicit uncertainty,tamu_state,A,ACTIVE,Master prompt uncertainty,W14,Sparse or conflicting high-resolution A&M unit evidence must carry uncertainty rather than deterministic inference.,W14
REQ-468,Missing high-resolution A&M evidence falls back without fabrication,tamu_state,A,ACTIVE,W14 adaptive review,W14,"Missing A&M-specific evidence must use national canonical fallback, unknown/degraded mode or wider uncertainty.",W14
REQ-469,A&M forecast snapshot cadence remains candidate until validated,tamu_snapshots,B,DEFAULT,Master prompt snapshots,W14,"Sunday/Monday/Wednesday/Friday/pregame/event-driven refreshes are candidates, not frozen operational cadence.",W14
REQ-470,A&M forecast snapshots are immutable,tamu_snapshots,A,ACTIVE,W08 snapshot principle,W14,Later A&M forecast updates may never overwrite earlier snapshot artifacts.,W14
REQ-471,A&M peer cohorts must be PIT-safe and outcome-independent,tamu_peers,A,ACTIVE,Master prompt W14,W14,Peer-cohort definitions may not depend on the target-game outcome or future information.,W14
REQ-472,Historical analog retrieval is strict-prior,tamu_analogs,A,ACTIVE,Master prompt W14 + PIT,W14,A&M analog queries may use only evidence eligible before the target forecast cutoff.,W14
REQ-473,Peers and analogs do not automatically adjust forecasts,tamu_analogs,A,ACTIVE,W14 adaptive review,W14,Peer/analog similarity is explanatory/experimental unless protected evidence promotes a prediction role.,W14
REQ-474,Specialization input preserves national forecast and A&M overlay,tamu_specialization,A,ACTIVE,Master prompt W14,W14,Specialization candidates consume the national foundation forecast plus versioned A&M high-resolution state.,W14
REQ-475,Specialization may validly output zero adjustment,tamu_specialization,A,ACTIVE,Master prompt adaptive/null result,W14,A valid specialization result may be zero/no-adjustment when A&M-specific evidence adds no protected value.,W14
REQ-476,National model remains statistical backbone,tamu_specialization,A,ACTIVE,Core invariant,W14,A&M specialization cannot replace broad national historical learning with an A&M-only training sample.,W14
REQ-477,Residual-adapter specialization remains challenger,tamu_specialization,C,RESEARCH,Master prompt W14,W14-W17,Residual specialization requires protected empirical comparison before promotion.,W14
REQ-478,Hierarchical/multi-task specialization remains challenger,tamu_specialization,C,RESEARCH,Master prompt W14,W14-W17,Hierarchical or multi-task specialization requires protected empirical comparison before promotion.,W14
REQ-479,Partial-pooling/shrinkage specialization remains challenger,tamu_specialization,C,RESEARCH,W14 architecture alternatives,W14-W17,Partial-pooling A&M deviations require protected empirical comparison before promotion.,W14
REQ-480,No-adjustment national forecast is mandatory specialization baseline,tamu_specialization,A,ACTIVE,W14 overfit guard,W14-W17,Every A&M specialization experiment must compare against the unchanged national forecast.,W14
REQ-481,Nonzero A&M specialization requires protected incremental value,tamu_specialization,A,ACTIVE,THR-005 + W17 science,W14-W17,No nonzero A&M adjustment may be promoted without protected chronological incremental-value evidence.,W14
REQ-482,Sparse A&M evidence must shrink toward no-adjustment,tamu_specialization,A,ACTIVE,W14 overfit guard,W14-W17,Sparse/unstable A&M residual evidence must shrink toward zero or broader priors.,W14
REQ-483,A&M and national evaluation scorecards both remain visible,evaluation,A,ACTIVE,Master prompt A&M priority + national foundation,W14-W17,A&M-weighted evaluation may not hide material national degradation.,W14
REQ-484,A&M evaluation weighting is not numerically frozen in W14,evaluation,A,ACTIVE,No fabricated thresholds,W14-W17,W14 defines slices but no arbitrary numeric A&M score weighting.,W14
REQ-485,A&M specialization checks regime stability,tamu_specialization,B,DEFAULT,W11 regime + W14,W14-W17,Candidate A&M effects should be evaluated across regimes/transitions rather than assumed temporally stable.,W14
REQ-486,A&M specialization preserves canonical-game split safety,validation,A,ACTIVE,W04/W08 protected split,W14-W17,All A&M representations of a game remain within the same protected split.,W14
REQ-487,Pure-football A&M specialization excludes market inputs,tamu_specialization,A,ACTIVE,Market-lane separation,W14,Market observations may only enter the market-augmented specialization lane.,W14
REQ-488,W14 may not redefine BAS,bas_governance,A,ACTIVE,Wave ownership,W14,W14 specialization cannot redefine BAS labels/components reserved for W15.,W14
REQ-489,No hard-coded Kyle Field/12th Man specialization bonus,tamu_specialization,A,ACTIVE,W13 home-field + master prompt,W14,A&M specialization may not add a manual Kyle Field or 12th Man strength bonus.,W14
REQ-490,No fan-narrative Aggie features,tamu_specialization,A,ACTIVE,BAS scientific rule,W14,Battered Aggie/fan narratives are not hard-coded specialization features.,W14
REQ-491,W14 specialization signal defers coherent forecast assembly to W16,architecture,A,ACTIVE,W03/W16 architecture,W14-W16,W14 candidate outputs must not create contradictory independent win/score/margin predictions.,W14
REQ-492,W16/W17 own specialization model/evaluation selection,program,A,ACTIVE,Wave ownership,W16-W17,W14 freezes candidate contracts only; W16/W17 own model-family integration and protected selection.,W14
REQ-493,No W14 empirical specialization winner claims,governance,A,ACTIVE,Honest completion rule,W14,"W14 must not claim a calibrated A&M adjustment, winning peer method, analog method or snapshot cadence.",W14
REQ-494,Headline BAS residual sign convention,BAS,A,ACTIVE,master prompt §18; W15,W15+,Define performance_residual = actual_A&M_margin - expected_A&M_margin; negative values are worse than expected.,W15
REQ-495,Headline BAS threshold fixed at 7 points,BAS,A,ACTIVE,master prompt §18,W15+,"Primary BAS event is performance_residual <= -7; the threshold is part of the label definition, not tuned to maximize an observed effect.",W15
REQ-496,Nested BAS severity thresholds,BAS,A,ACTIVE,master prompt §18,W15+,"Support fixed underperformance severities at >=3, >=7, >=14 and >=21 points.",W15
REQ-497,BAS expected margin is strictly pregame OOS,BAS,A,ACTIVE,REQ-095; W15,W15+,Historical BAS expected margin must be generated before kickoff and out of sample for the target canonical game.,W15
REQ-498,BAS expectation model obeys chronological training cutoff,BAS,A,ACTIVE,W08 PIT + W15,W15+,Future games/results cannot train the historical expectation model used to label an earlier target.,W15
REQ-499,BAS cross-fit grouping uses canonical game,BAS,A,ACTIVE,REQ-095; mirrored-row safety,W15+,Target game and every mirrored/oriented representation stay together for exclusion/fold grouping.,W15
REQ-500,BAS labels preserve full expectation provenance,BAS,A,ACTIVE,W15 label lineage,W15-W20,"Each label links to expectation model/version, fold/strategy, prediction cutoff, training cutoff and data snapshot.",W15
REQ-501,Primary BAS anchor is BAS-independent,BAS,A,ACTIVE,anti-circularity,W15+,The primary expectation model cannot consume BAS labels or BAS targets.,W15
REQ-502,Primary BAS anchor excludes A&M-underperformance target,BAS,A,ACTIVE,anti-circularity,W15+,The scientific anchor cannot be an A&M-underperformance target that circularly encodes away the phenomenon being tested.,W15
REQ-503,W15 does not select expectation model family,program,A,ACTIVE,wave ownership,W15-W17,W15 freezes eligibility properties; W16/W17 compare/select eligible expectation model families.,W15
REQ-504,BAS labels are immutable/versioned,data governance,A,ACTIVE,REQ-213; W15,W15+,Changing expectation anchor/model/definition creates a new label version and never silently rewrites prior experiments.,W15
REQ-505,General FBS underperformance is BAS reference baseline,BAS,A,ACTIVE,master prompt §18,W15-W17,Estimate ordinary FBS underperformance under the same label construction before claiming A&M-specific excess.,W15
REQ-506,BAS inference clusters by canonical game,validation,A,ACTIVE,mirrored-game dependence,W15-W17,Opposite team orientations are dependent and may not be treated as independent samples.,W15
REQ-507,Aggie Excess is a null-first hypothesis,BAS,A,ACTIVE,master prompt §18,W15-W17,A&M-specific excess underperformance is a candidate effect; no-excess is an allowed conclusion.,W15
REQ-508,BAS peer cohorts are predeclared/PIT-safe,BAS,A,ACTIVE,W14 peers + W15,W15-W17,Peer definitions must be frozen from PIT-safe/context evidence before protected outcomes are inspected.,W15
REQ-509,BAS regime definitions are predeclared/effective-dated,BAS,A,ACTIVE,W11/W13 regimes,W15-W17,Regime boundaries cannot be chosen after seeing BAS outcomes to maximize an effect.,W15
REQ-510,BAS reporting requires effect size and uncertainty,validation,A,ACTIVE,W15 science,W17,"Protected BAS claims report magnitude and interval, not p-value alone.",W15
REQ-511,BAS multiple-comparison policy is precommitted,validation,A,ACTIVE,W15 science,W17,Severity/component/regime testing uses a predeclared multiple-testing or hierarchical policy.,W15
REQ-512,BAS stability is tested across seasons/regimes,validation,A,ACTIVE,master prompt §18,W17,Any A&M excess/component claim must survive chronological season/regime stability checks.,W15
REQ-513,THR-006 remains unset in W15,governance,A,ACTIVE,W04 threshold policy,W15-W17,No numeric BAS significance/stability threshold is invented before W17 protected evidence protocol.,W15
REQ-514,BAS components remain candidates in W15,BAS,A,ACTIVE,REQ-098,W15-W17,Offensive/Defensive/Special Teams/Coaching/Collapse decompositions are not production-selected in W15.,W15
REQ-515,Offensive BAS candidate uses expected-vs-actual scoring shortfall,BAS,B,DEFAULT,W15 component design,W15-W17,Candidate offensive shortfall is expected points for minus actual points for when coherent expected-score evidence exists.,W15
REQ-516,Defensive BAS candidate uses actual-vs-expected points allowed overage,BAS,B,DEFAULT,W15 component design,W15-W17,Candidate defensive overage is actual points against minus expected points against when coherent expected-score evidence exists.,W15
REQ-517,Special Teams BAS requires anti-double-counting controls,BAS,A,ACTIVE,W13 special teams + W15,W15-W17,"Special-teams BAS must control overlap with hidden yards, field position and other duplicated value signals.",W15
REQ-518,Coaching BAS requires confound controls/partial pooling,BAS,A,ACTIVE,W13 coaching + W15,W15-W17,Coaching/decision BAS is highly confounded and cannot attribute raw residuals to one coach without controls.,W15
REQ-519,Collapse BAS is isolated live-replay research,BAS,A,ACTIVE,master prompt W15/live,W15-W18,Collapse candidate requires chronological live replay and cannot enter the same-game pregame row.,W15
REQ-520,BAS components need not be additive unless score architecture guarantees it,BAS,A,ACTIVE,W15 scientific decomposition,W15-W17,Do not force component residuals to sum to headline margin residual unless W16 coherent score architecture establishes that identity.,W15
REQ-521,BAS probability calibration is a protected later test,validation,A,ACTIVE,W15/W17,W17,Later BAS probability models require proper scoring/reliability/calibration evaluation.,W15
REQ-522,BAS severity probabilities must be monotone,modeling,A,ACTIVE,nested severity semantics,W16-W17,Require P>=21 <= P>=14 <= P>=7 <= P>=3 for coherent severity probabilities.,W15
REQ-523,Sensitivity anchors cannot silently redefine primary BAS,BAS,A,ACTIVE,W15 anchor policy,W16-W17,Market/selected-forecast sensitivity anchors remain explicitly separate label/evaluation versions.,W15
REQ-524,Null/no-excess BAS result must be published honestly,BAS,A,ACTIVE,REQ-103; W15,W17+,"If protected evidence does not support stable A&M excess, report that result rather than mining secondary analyses.",W15
REQ-525,Fan narrative cannot determine BAS labels/features,BAS,A,ACTIVE,REQ-103/105,W15+,"Battered Aggie folklore, 12th Man narratives and anecdotal collapse weights are not ground truth.",W15
REQ-526,No W15 empirical BAS claims,governance,A,ACTIVE,honest maturity,W15,"W15 may not claim Aggie Excess, significance, calibration, component winner or historical effect size.",W15
REQ-527,Repair W15/W16 future-wave dependency inversion,implementation,A,COMPLETE_W15,W15 adaptive review,W15,TASK-101/TASK-116 may not depend on future W17 TASK-040; W17 retains empirical baseline/promotion ownership.,W15
REQ-528,W16 starts from frozen BAS label contract,program,A,ACTIVE,W15 handoff,W16,TASK-116 may begin after W14 specialization and W15 label gates without pretending W17 empirical evaluation is complete.,W15
REQ-529,Coherent joint predictive distribution,modeling,A,ACTIVE,W16/master target architecture,W16+,Score/margin/win outputs must originate from or reconcile exactly to one coherent predictive distribution.,W16
REQ-530,Final score labels are authoritative,modeling,A,ACTIVE,W16,W16+,Team/opponent final-score labels use completed official final scores including overtime.,W16
REQ-531,Margin derives from scores,modeling,A,ACTIVE,W16,W16+,Historical and forecast margin semantics must equal team score minus opponent score.,W16
REQ-532,Win/loss derives coherently,modeling,A,ACTIVE,W16,W16+,Win/loss labels/probabilities must agree with final/joint score distribution and explicit overtime resolution.,W16
REQ-533,Overtime/tie handling explicit,modeling,A,ACTIVE,W16,W16+,Any regulation-score tie mass requires explicit overtime resolution rather than silent discard or arbitrary split.,W16
REQ-534,Probability mass normalizes,modeling,A,ACTIVE,W16,W16+,Joint predictive probability mass must be nonnegative and normalize to one within declared numerical tolerance.,W16
REQ-535,Score support nonnegative integer,modeling,A,ACTIVE,W16,W16+,Discrete football score support uses nonnegative integer scores.,W16
REQ-536,Expected outputs agree with distribution,modeling,A,ACTIVE,W16,W16+,Expected scores/margin/total published from a distribution must equal its mathematical expectations.,W16
REQ-537,BAS target semantics remain W15-frozen,BAS,A,ACTIVE,W15/W16,W16+,W16 cannot redefine performance residual or 3/7/14/21 BAS label thresholds.,W16
REQ-538,BAS severity probabilities nested,BAS,A,ACTIVE,W16,W16+,Any BAS severity probability output must satisfy P21<=P14<=P7<=P3.,W16
REQ-539,BAS scientific anchor remains independent,BAS,A,ACTIVE,W15,W16+,BAS probability/label interfaces retain the BAS-independent national pregame expectation anchor where required.,W16
REQ-540,Strong simple baselines mandatory,modeling,A,ACTIVE,master prompt/W16,W16-W20,Elo/logistic/simple coherent score baselines must remain challengers/reference points even when advanced models are tested.,W16
REQ-541,No complex-model superiority assumption,modeling,A,ACTIVE,W16,W16+,Boosted/neural/ensemble/joint-complexity candidates require protected evidence before promotion.,W16
REQ-542,Joint-score families remain candidates,modeling,B,DEFAULT,W16,W16-W17,Poisson/bivariate/overdispersed/structured/copula/mixture families remain candidates until chronological evaluation.,W16
REQ-543,Boosted-tree library not frozen,modeling,B,DEFAULT,W16,W16-W20,XGBoost/LightGBM/CatBoost are candidate implementations; exact library is not a W16 invariant.,W16
REQ-544,Neural model remains challenger,modeling,C,RESEARCH,W16,W17+,Small PyTorch tabular/distributional models are optional challengers and must earn value over simpler baselines.,W16
REQ-545,Pure-football lane excludes market,market,A,ACTIVE,W16,W16+,Pure-football features/training/inference may not use betting-market observations or derived market consensus.,W16
REQ-546,Market-augmented lane is PIT-safe,market,A,ACTIVE,W08/W16,W16+,Market-augmented forecasts may use only immutable observations knowable at the forecast cutoff.,W16
REQ-547,Closing market cannot leak earlier,market,A,ACTIVE,W08/W16,W16+,Closing lines are unavailable to earlier forecasts and may be retrospective benchmarks only when timestamp semantics are explicit.,W16
REQ-548,Market source lineage required,market,A,ACTIVE,W16,W16+,"Market outputs retain provider, market, value/side/price and temporal/source lineage.",W16
REQ-549,Scenario engine uses immutable baseline,simulation,A,ACTIVE,W16,W16+,Every scenario derives from a bound immutable forecast snapshot and cannot rewrite historical state.,W16
REQ-550,Scenario overrides remain PIT-safe,simulation,A,ACTIVE,W08/W16,W16+,Player/weather/other scenario evidence must obey prediction-time eligibility.,W16
REQ-551,Scenario mixture weights explicit,simulation,A,ACTIVE,W16,W16+,"Scenario mixture weights must be explicit, nonnegative and normalized.",W16
REQ-552,Simulation reproducibility,simulation,A,ACTIVE,W16,W16+,"Stochastic simulation records model/data/scenario lineage, random seed and sample configuration.",W16
REQ-553,Player availability scenarios use W12 state,simulation,A,ACTIVE,W12/W16,W16+,Player scenarios use availability/effectiveness/usage/replacement contracts rather than fixed injury point penalties.,W16
REQ-554,Weather scenarios use issued forecasts,simulation,A,ACTIVE,W08/W16,W16+,Weather scenarios use historically issued/PIT-safe forecast runs rather than observed-weather hindsight.,W16
REQ-555,Uncertainty classes stay distinct,uncertainty,A,ACTIVE,W16,W16+,"Aleatoric, epistemic, data, availability, weather, opponent, regime, specialization and disagreement signals may not be blindly summed.",W16
REQ-556,OOD warning does not choose winner,uncertainty,A,ACTIVE,master prompt/W16,W16+,OOD normally widens uncertainty/warning state and does not automatically favor either team.,W16
REQ-557,OOD threshold remains evidence-owned,uncertainty,A,ACTIVE,THR-014,W17,W16 does not freeze a numeric OOD trigger; W17 precommits evidence-based policy.,W16
REQ-558,Model-disagreement threshold remains evidence-owned,uncertainty,A,ACTIVE,THR-015,W17,W16 does not freeze a numeric model-disagreement warning threshold.,W16
REQ-559,Correlated models are not independent votes,uncertainty,A,ACTIVE,W16,W16+,Ensemble disagreement interpretation accounts for shared training data/features/model correlation.,W16
REQ-560,A&M no-adjustment baseline retained,TAMU,A,ACTIVE,W14/W16,W16+,Every A&M specialization comparison retains national no-adjustment prediction as a valid fallback.,W16
REQ-561,A&M specialized output remains coherent,TAMU,A,ACTIVE,W14/W16,W16+,Any specialized A&M forecast must preserve the same joint score/margin/win coherence contract.,W16
REQ-562,National evaluation remains visible,validation,A,ACTIVE,W14/W16,W17+,A&M gains cannot hide material national degradation in later evaluation.,W16
REQ-563,Model/calibration artifact lineage,reproducibility,A,ACTIVE,W16,W20+,"Forecast snapshots link model artifact, calibration artifact, data snapshot, feature version and runtime configuration.",W16
REQ-564,Calibration artifact is versioned,calibration,A,ACTIVE,W16,W17+,Calibration method/fit data/version is traceable separately even when integrated with base training.,W16
REQ-565,W17 owns protected model selection protocol,program,A,ACTIVE,master W17,W17,W16 may freeze candidates/interfaces but not protected winner/performance claims.,W16
REQ-566,No W16 trained performance claims,governance,A,COMPLETE_W16,honest maturity,W16,W16 may not fabricate Brier/log loss/calibration/MAE/model-ranking/BAS/market gains.,W16
REQ-567,W17 protocol precedes protected evidence inspection,validation,A,ACTIVE,W16 adaptive review,W17,Protected splits/metrics/decision rules are frozen before protected result inspection.,W16
REQ-568,W16 contract gate enables W17,program,A,COMPLETE_W16,W16,W16,W16 closes target/model/simulation/uncertainty/market contracts and exposes TASK-128 as the recommended W17 start.,W16
REQ-569,Protected split protocol frozen before protected result inspection,validation,A,COMPLETE_W17,W17,W17,The W17 split protocol is versioned/sealed before protected result inspection.,W17
REQ-570,Canonical game remains atomic split unit,validation,A,COMPLETE_W17,W17,W17,All mirrored/oriented representations of one canonical game remain in the same fold/split.,W17
REQ-571,2024-2025 primary protected holdout,validation,A,COMPLETE_W17,W17,W17,All eligible canonical games in seasons 2024-2025 form the primary governance-protected holdout.,W17
REQ-572,Development tuning stops before 2024 protected holdout,validation,A,COMPLETE_W17,W17,W17,Model/feature/calibration/threshold tuning uses development chronology through 2023 only.,W17
REQ-573,2026+ forward shadow holdout,validation,A,COMPLETE_W17,W17,W17,2026+ is evaluated from immutable forecast-before-outcome snapshots.,W17
REQ-574,Protected holdout cannot move because results disappoint,validation,A,COMPLETE_W17,W17,W17,Holdout changes require documented pre-result coverage/governance justification; result-driven movement is prohibited.,W17
REQ-575,Coverage failure is not permission to tune on protected outcomes,validation,A,COMPLETE_W17,W17,W17,Coverage-limited candidates are unevaluable or require a pre-result ADR; no silent test-period substitution.,W17
REQ-576,Nested development tuning remains chronological,validation,A,COMPLETE_W17,W17,W17,Hyperparameter/model selection uses only chronologically prior development evidence.,W17
REQ-577,Brier score is primary win-probability proper score,validation,A,COMPLETE_W17,W17,W17,Win-probability evaluation reports Brier score as primary proper score.,W17
REQ-578,Log loss is required secondary win-probability proper score,validation,A,COMPLETE_W17,W17,W17,Log loss is required to expose overconfident probability failures.,W17
REQ-579,Calibration evaluated separately from discrimination,validation,A,COMPLETE_W17,W17,W17,Calibration intercept/slope/reliability are reported; ECE is diagnostic and cannot be sole gate.,W17
REQ-580,Margin and score point metrics include MAE and RMSE,validation,A,COMPLETE_W17,W17,W17,MAE is primary point error; RMSE remains a tail-sensitive diagnostic.,W17
REQ-581,Distributional outputs require proper scoring,validation,A,COMPLETE_W17,W17,W17,Joint/margin distributions require proper score evaluation such as joint log score and CRPS when implemented.,W17
REQ-582,BAS severity probabilities require proper scoring and nesting,BAS,A,COMPLETE_W17,W17,W17,BAS >=3/7/14/21 probabilities are scored separately and must remain nested.,W17
REQ-583,National and A&M scorecards are both mandatory,TAMU,A,COMPLETE_W17,W17,W17,A&M optimization cannot hide national degradation; both scorecards remain visible.,W17
REQ-584,Diagnostic subgroups are declared before protected results,validation,A,COMPLETE_W17,W17,W17,"Early-season, opponent-tier, availability, travel, venue and regime scorecards are predeclared.",W17
REQ-585,Early-season scorecard uses first four team games,validation,B,COMPLETE_W17,W17,W17,The early-season diagnostic uses each team's first four games; changing this boundary requires versioned protocol change.,W17
REQ-586,Travel-stress subgroup threshold uses development-only evidence,context,A,COMPLETE_W17,W17,W17,Any numeric high-travel boundary must be set before protected results using development-only evidence.,W17
REQ-587,Mandatory simple baselines remain protected comparators,modeling,A,COMPLETE_W17,W17,W17,Every challenger is evaluated against declared simple/reproducible baselines.,W17
REQ-588,Candidate-baseline comparisons are paired by canonical game,validation,A,COMPLETE_W17,W17,W17,Paired differences preserve canonical-game dependence and season clustering.,W17
REQ-589,W17 freezes threshold derivation method but not unsupported values,governance,A,COMPLETE_W17,W17,W17,"Threshold methodology is precommitted; absent materialized development evidence, numeric values remain blank.",W17
REQ-590,Protected results may never set or relax promotion thresholds,governance,A,COMPLETE_W17,W17,W17,"Protected holdout outcomes cannot choose, relax or re-fit promotion criteria.",W17
REQ-591,Unset required threshold blocks promotion,governance,A,COMPLETE_W17,W17,W17,Blank threshold is not zero/waived; gate returns BLOCKED_THRESHOLD_UNSET.,W17
REQ-592,Missing protocol or artifact blocks promotion,governance,A,COMPLETE_W17,W17,W17,"Promotion gate fails closed if protected protocol, artifacts or lineage are missing.",W17
REQ-593,No model or research agent may self-promote,governance,A,COMPLETE_W17,W17,W17,Versioned governance decides promotion; candidate code cannot mutate judging rules/champion state.,W17
REQ-594,BAS Aggie Excess retains null-result outcome,BAS,A,COMPLETE_W17,W17,W17,NO_DEFENSIBLE_AGGIE_EXCESS is a valid protected scientific outcome.,W17
REQ-595,BAS components require stability and multiplicity control,BAS,A,COMPLETE_W17,W17,W17,Component claims require predeclared stability/multiplicity protocol or are rejected/inconclusive.,W17
REQ-596,A&M specialization retains no-adjustment comparator,TAMU,A,COMPLETE_W17,W17,W17,Every A&M challenger is compared with the W14 no-adjustment national baseline.,W17
REQ-597,Market lanes are evaluated at identical PIT cutoffs,modeling,A,COMPLETE_W17,W17,W17,"Pure, market-augmented and market-benchmark lanes use matched forecast-time information rules.",W17
REQ-598,OOD is evaluated as error/undercoverage warning signal,uncertainty,A,COMPLETE_W17,W17,W17,OOD cannot create directional strength; threshold requires development-only warning tradeoff evidence.,W17
REQ-599,Model disagreement is evaluated for incremental error information,uncertainty,A,COMPLETE_W17,W17,W17,Disagreement must add warning/calibration information beyond baseline uncertainty/OOD.,W17
REQ-600,Uncertainty requires coverage/calibration evaluation,uncertainty,A,COMPLETE_W17,W17,W17,Intervals/distributions are evaluated for coverage/calibration without double-counting uncertainty components.,W17
REQ-601,Promotion decisions are immutable and lineage-bound,MLOps,A,COMPLETE_W17,W17,W17,"Decision records bind champion/challenger, split, metrics, thresholds, artifacts, hashes and rationale.",W17
REQ-602,W17 contract gate enables W18 research governance,program,A,COMPLETE_W17,W17,W17,W17 completes protected validation/promotion protocols without protected empirical claims and makes TASK-134 READY.,W17
REQ-603,Experiment identity is deterministic and immutable,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Experiment ID derives from configuration/data/code/evaluation lineage and never from result quality.,W18
REQ-604,Experiment and result identities are separate,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Results/attempts reference immutable experiment identity; outcomes do not rewrite the experiment spec.,W18
REQ-605,Parent-child experiment lineage is explicit,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Changed configurations and declared challengers preserve parent/child lineage.,W18
REQ-606,Experiment code data features and environment are hash-bound,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Experiment spec records immutable code/data/feature/environment evidence.,W18
REQ-607,Randomness and seeds are recorded,reproducibility,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,All stochastic seeds or deterministic seed policy are part of experiment lineage.,W18
REQ-608,W17 judging rules are hash sealed for research,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Research execution/adoption verifies the W17 judging-rule seal and cannot mutate it.,W18
REQ-609,Research agents have no protected metric tuning access,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Research/HPO objectives may not consume protected holdout/forward-shadow metrics.,W18
REQ-610,Protected evaluator is separate from experimenter,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Protected evaluation may read protected evidence but cannot tune candidates or judging rules.,W18
REQ-611,HPO objectives are development only,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Hyperparameter optimization uses development history/selection only.,W18
REQ-612,MLflow Tracking is selected replaceable default adapter,experimentation,B,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,MLflow is preferred tracking adapter; tool-neutral canonical lineage prevents lock-in.,W18
REQ-613,Optuna is selected replaceable HPO default adapter,experimentation,B,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Optuna is preferred HPO adapter for development-only searches.,W18
REQ-614,Experiment governance core has no mandatory external service,architecture,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Core reference contracts run without MLflow/Optuna server/cloud dependencies.,W18
REQ-615,MLflow local SQLite is preferred initial metadata backend,experimentation,B,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,"When materialized locally, prefer SQLite metadata/local artifacts before introducing servers.",W18
REQ-616,Optuna shared or distributed file workflows avoid SQLite,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Use Journal or suitable RDB for shared/distributed HPO; shared SQLite is prohibited for distributed/NFS use.,W18
REQ-617,Experiment queue transitions are append-only and role governed,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Queue state changes follow explicit role/transition rules with event hashes.,W18
REQ-618,Experiments execute in isolated worktrees or immutable snapshots,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Workers cannot mutate canonical branch/state directly.,W18
REQ-619,Experiment artifacts stay outside cumulative repo when large,packaging,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Repository stores contracts/manifests; raw datasets/model binaries remain external/local.,W18
REQ-620,Negative and failed experiments are retained,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Failed/rejected results remain immutable to limit survivorship bias.,W18
REQ-621,Changed retry configuration creates a new experiment ID,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,A retry cannot silently change identity-affecting configuration.,W18
REQ-622,Experiment resource budgets and concurrency are explicit,operations,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Every executable experiment declares resources and bounded concurrency.,W18
REQ-623,Paid remote compute requires explicit approval,operations,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Research automation cannot autonomously incur remote-compute spend.,W18
REQ-624,Result packets separate development from protected metrics,experimentation,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Research-plane result packets contain development metrics only; protected results are separate.,W18
REQ-625,Replay is required before challenger adoption,reproducibility,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,A candidate must pass lineage/artifact replay before adoption as challenger.,W18
REQ-626,Replay mismatch blocks or makes adoption inconclusive,reproducibility,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Material replay mismatch cannot silently pass.,W18
REQ-627,Research adoption does not equal promotion,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Adoption creates a challenger eligible for external promotion review only.,W18
REQ-628,Research queue cannot emit PROMOTE,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Production promotion is exclusively W17 governed interface.,W18
REQ-629,Champion state changes only through promotion governor,governance,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Experiment workers/agents cannot mutate champion/model registry production state.,W18
REQ-630,Advanced challengers require baseline empirical evidence,research,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Neural/sequence/graph expensive challengers are blocked until strong baseline evidence exists.,W18
REQ-631,Advanced challengers require compute and maintenance rationale,research,A,COMPLETE_W18,W18 experimentation/autonomous research governance,W18+,Complex models need explicit expected value/resource/maintenance rationale.,W18
